query_idx,anchor_idx,status,n_matches,n_inliers,n_overlapping,median_depth,x_error,y_error,z_error,pos_error,rot_error,distance_anchor_query,pointmap_error,pointmap_error_x,pointmap_error_y,pointmap_error_z,scale_x,scale_y,scale_z,pose_x,pose_y,pose_z,pose_qx,pose_qy,pose_qz,pose_qw
14518,13200,OK,1131,1131,,12.58057782239916,0.007568788766818463,0.06446378432291819,0.16521578479716514,0.1775080888263169,0.004039217822841924,1.8433751270301753,1.2219186698775932,0.21308955437480115,0.1161769697910856,1.1901551082198658,0.8091716899968313,0.8158006641088212,0.8401542456993965,162.62430148017282,426.9511168029121,21.96983024944761,-0.6823020017919098,-0.014706247283133932,0.01077622538001919,0.7308430594923641
14598,13320,OK,955,955,,13.442343741838773,0.13263648834000402,0.14814267616562563,0.7184670244447684,0.745475389100942,0.02915102714769637,3.229800415278273,2.0331883854675015,0.5490269658934595,0.19429576775292134,1.84894186472365,1.1895452946808276,1.1430980492891778,0.8845116283156251,163.30157641249437,445.84770261030826,23.293483093083378,-0.6982482857816679,0.03608386841067215,-0.04567462396861381,0.7134851887522329
14558,13260,OK,1866,1866,,7.849330952451784,0.08889311278395487,0.01655267990065546,0.3629994682217135,0.3740916874799028,0.017660816914891964,1.6524781151073662,0.8465617688632815,0.20012075015006525,0.07289073616304997,0.8135176632518579,0.8388671929275683,0.7914456302428782,0.8415188273401529,162.5518864020164,437.4536134382874,22.716599811106718,-0.687415809178595,-0.012357040561641658,-0.005201133556524607,0.7261403149871397
7425,2000,OK,1742,1742,,16.57238572670446,0.02445430563211934,0.029215279997440665,0.2237294361979889,0.22695022862017114,0.008837151734818026,3.3285316707785833,0.5273994872419306,0.10728487018247135,0.04636247233131674,0.501954147000542,0.9446762625083859,0.9381655683056663,1.0760967831461343,-10.663823183222691,85.97508354955619,2.5556608283257876,-0.02723587448594623,0.7155599640359503,-0.698020152419541,0.00010874767175809637
14678,13450,OK,1305,1305,,8.78300773873298,0.05821252749720002,0.14281030762008834,0.2783630710454691,0.3182286625086141,0.03127411696979295,0.9035160595762738,1.0099582960537072,0.15715037786924402,0.18002388342740155,0.9703829378349607,0.8914152720279273,0.9962002812292678,0.9908992113660201,172.86989645282696,450.43930299943383,23.512849830945974,-0.4366840152957323,0.5411710965949514,-0.5155033608091927,0.5006967145786374
17584,11353,OK,999,999,,20.147715985971846,0.10013314832201903,0.06662573561382248,0.03853690401248677,0.12629619554772842,0.0118785842955499,1.4521399726409547,1.3541161656432605,0.17456808831567683,0.1304639225490804,1.3102807915990828,1.047512295195304,1.0885801579174545,1.0571287468122588,160.89448588768118,114.07271159232965,7.617166215454359,-0.6959870493945015,-0.02646011441672738,-0.009994090834664631,0.7174970435957055
2624,1020,OK,1595,1595,,17.71416686786547,0.18010331099455845,0.23588794832012572,0.7342959846758281,0.7920043686147981,0.010122555001033207,1.0956004737723393,1.6151359758848414,0.3565155517194243,0.14390840714576056,1.532027132631101,1.0277527189848676,1.0672784803793063,1.010362639585731,149.48229523679962,0.05822817496022592,0.7410683638359903,-0.47342099743025307,0.514907511190654,-0.5105873028656155,0.5000434183788515
2304,630,OK,1545,1545,,13.425776234596196,0.02495554018054183,0.03903923645181377,0.1872088934626035,0.19285748821328066,0.013835267993164028,4.224254759024906,0.4513711338809078,0.15839484050247932,0.0721149383904543,0.39884175741917316,0.9027754516119509,0.8914108252021766,1.053026159471455,16.802330658379667,2.4824435531390434,-0.5915795885386512,-0.49814956818870776,0.4935086532949937,-0.48663142890816946,0.5210432508296781
17504,1310,OK,1734,1734,,9.92181179717093,0.029976359723062063,0.20585137764202951,0.6928342238842204,0.7233896830924658,0.015933108506248402,2.5426184182589324,0.511948059240767,0.16138714802423237,0.07068074573785765,0.4324714826828151,0.9424031668715643,0.9884024264782625,1.063334824735818,160.21763344423863,72.4990674651182,5.139899012444255,-0.678410920573434,-0.032529770959222666,-0.013724674404269993,0.7338338164465733
18364,11953,OK,1657,1657,,17.318714486943765,0.045162666107165905,0.25287306558548767,0.9264576044763327,0.9614094583477608,0.009657478961552954,0.13902126112455332,1.414772023701909,0.19319591409431514,0.16341748623699465,1.3396034913570247,0.9851658764695744,1.1027335962214735,1.1190015370790913,162.455463327473,271.4968070079035,13.064346122738247,-0.6896617779164426,-0.03606794194345638,0.01666072092020836,0.72304090895572
7885,900,OK,1680,1680,,19.00894805275267,0.05511806593151561,0.08905158942404888,0.7446588090116961,0.7519873194474079,0.024552352261163046,5.338302308204417,1.361671550185075,0.20331475366150398,0.18160095467338944,1.2966647197064107,0.9214397326302387,0.8115826862552209,0.9617161842843805,104.15596743151518,2.255194858337063,0.5826710240368884,-0.47533221859231084,0.5201563183279969,-0.4690906355282791,0.532400847230027
2344,660,OK,921,921,,50.91052974916869,0.09499984640644266,0.037806953813830646,0.8692498366515276,0.8752426035635127,0.005841750661213176,4.413126265279323,0.6327085954569356,0.2209681428139323,0.15708717378043535,0.5301655267239047,1.1282102833333254,1.1056514079270403,1.2695169784377314,31.820021819245387,2.614245078684248,-0.4616636500265761,-0.4987398257976646,0.4931197499265834,-0.4899568449674945,0.5177197972505565
18044,11873,OK,1437,1437,,13.285482111140022,0.04960397017223267,0.0969436816298586,0.725226308366572,0.7333565501253843,0.017830225949497448,3.563770299270799,2.0700340933037014,0.5684278344977999,0.31559171810806885,1.9472989766174251,1.0671757976559628,1.0797284330523944,1.1623352347180054,162.47810302492317,257.770587911388,12.643382941318373,-0.6929170408899105,-0.019036388403898125,0.0023201244079414872,0.720762240536807
15038,13810,OK,1644,1644,,13.091552964573118,0.06604156899150093,0.19739910343682185,0.991176393573338,1.0127973825250383,0.009402133751439432,1.0834867254725467,0.9369857074972601,0.2022999954488176,0.060036088773946616,0.8681285272917876,1.0141578916152523,1.0650321713994861,1.0774084802523451,271.82752494120336,412.11349880837395,22.800283047245525,-0.147236136013345,0.7033040319837566,-0.6779887580220768,0.15497161947573718
5154,11893,OK,1355,1355,,25.567623349747958,0.03276760496431935,0.11100025725257202,0.1354162061321582,0.17813568404017768,0.016947194731557234,3.0474509003629064,1.8742424765412797,0.4513215577652605,0.24895929204860412,1.7654832274447774,1.026205946113988,1.0461835520412166,1.1145667218367619,162.63580973554286,262.17401760919705,12.805719761192792,-0.6900427926508413,-0.018030202926941536,0.006384376329178171,0.7235157882395717
5074,11893,OK,1414,1414,,25.910597726593043,0.16032232185515954,0.10922173025860284,0.030350302650260286,0.19635115002636158,0.010811848540035744,3.8094513990843986,1.8810140611348152,0.5047168365367254,0.2663404214050953,1.780764314950261,1.0223258236827826,1.027580000764279,1.1293666427260776,162.41860438503204,261.2989704873937,12.772589626370106,-0.6912764151764039,-0.01957562271764934,0.003659521577540943,0.7223159424503242
7725,640,OK,1645,1645,,14.129896065865514,0.0038997911879602824,0.01319802582938058,0.4223722714211464,0.42259641730918784,0.014062833307147976,1.9050063446730972,0.7452136938472387,0.269953009004016,0.1055572385281098,0.6806024408516786,1.0753412221565772,1.0051708661723102,1.18117824027746,21.251067676319046,2.59278640527452,-0.5372435397551607,-0.4922291497087474,0.49289863246311166,-0.4925197322360696,0.5217142087878267
4450,1350,OK,1334,1334,,14.274005409512377,0.05084797218559564,0.1480191485916234,0.19695176564371655,0.2515654638764106,0.0320073972847633,0.4332073332987968,1.1582425180674074,0.31878379848719507,0.11356714408614277,1.09606442085886,1.0626131066286937,0.9883711666375845,1.232777737776765,160.52602993462799,88.52161939977304,6.580752488987402,-0.689766603501477,-0.011779151243877697,0.008352718770106252,0.7238877788574396
8005,1060,OK,1804,1804,,11.37628325859572,0.05362570702882136,0.15643894871825118,0.2854309523116709,0.3298782952362279,0.004567154560664906,0.872695724173187,0.9951466281940867,0.14534004530189826,0.09951442515584874,0.9428639448797709,0.9584994378329329,1.0060564496642972,0.9558030131622364,154.27308448300278,2.253450595454089,1.0548435012819521,-0.5426731086558597,0.4275391345124077,-0.4106984983568497,0.5950150662374825
18104,11873,OK,1417,1417,,13.907918591802687,0.018793222379389796,0.09374519987888838,0.16465036894199025,0.19039719457089552,0.023500502305642282,2.068266081415497,2.0395752274025036,0.5299214512293218,0.32289322768133843,1.917133031221887,1.0592581480461452,1.080036489072245,1.1458674191625657,162.49394683767036,259.8429748736528,12.725782151248712,-0.6906381285955081,-0.014688690375993746,0.006969501979089645,0.7230177340475793
7685,550,OK,1029,1029,,19.048418770152846,0.08901405560841624,0.0886171949283784,0.1379988874192788,0.18660172095077585,0.009775457569766095,1.1901176619275098,0.6528941106529531,0.1253579101101611,0.11642695731817432,0.611401057659748,0.9584061503384159,0.9165460289185673,0.9011974429491456,5.175060887853342,2.612255271160908,-0.49397399761981364,-0.48941054928100336,0.5063276257944795,-0.4875098907234578,0.5161819021009885
18084,11863,OK,1611,1611,,11.318232274141755,0.16310066327725736,0.0006852109881590671,0.16098405533137572,0.22916841393725057,0.00750981515007069,1.4567507901482322,1.624352190273095,0.5105823035048567,0.22177822157404226,1.5052537511545458,1.059286227373607,1.0311549908884852,1.0853168632593877,162.3127159767841,258.7861952769148,12.772318760791425,-0.6925094590974735,-0.019601708075253913,-0.005617553691542996,0.7211205621749942
18184,11893,OK,1448,1448,,25.359741911442857,0.0067203558712884415,0.10713509385826134,0.0014702692014130214,0.10735573208068515,0.02245801961967685,2.397680358727659,1.9317942454765114,0.49077881773170895,0.2335338313227875,1.8276371117992163,1.0250583346295157,1.0480243064150034,1.0829986647846865,162.5849292729645,262.69030148691803,12.823293626477726,-0.6891357819985078,-0.014289833277280483,0.009650515649901308,0.7244270440713154
7805,760,OK,1051,1051,,37.3638231697524,0.13250377700695826,0.02526195708874538,1.1293253403897943,1.1373526901729243,0.011401949993278362,3.244937261781925,0.7635432431482232,0.1493655199840137,0.049573849444485535,0.7382605833714648,1.0143316022446427,0.9919029257455625,1.144353057619967,60.468387518377256,2.742860510881942,0.16502616177773907,-0.48314191525784855,0.4930687057988703,-0.48602815458215887,0.5359419502485937
4654,11513,OK,799,799,,13.248448621121977,0.014306170807036112,0.15599309644227116,1.4150011516018515,1.4236455920261102,0.01687469907659874,3.2472573167442462,0.790079645340872,0.33626495416312907,0.06983819995927554,0.7504194732241052,0.9628307213438007,0.9101783407193228,0.9745788281417737,160.93818435897293,166.59227022385775,8.94021924057317,-0.694861888752616,-0.027747760626594276,-0.007771199040990327,0.7185656725761546
14678,13440,OK,936,936,,13.1041202341975,0.2749755168460625,0.11658566559794625,0.2766152730585505,0.40708692140245895,0.034190544688195136,2.8897431416988844,1.0736573337011857,0.1903471821672149,0.22135680502650124,0.9955437321026324,0.9996969113719041,1.1184030038490071,1.028077768345417,172.8420837626324,450.21608131579154,23.52081268129598,-0.4341149350517478,0.544762274188156,-0.515543927087067,0.4989917304224688
7525,2100,OK,1730,1730,,10.504869287057733,0.13090861651354468,0.0533312327490751,0.011961967559254105,0.14186040649848347,0.01234906265219748,0.37893578754368834,1.1185257177836698,0.2603594734622766,0.13490989342156734,1.0649903764017794,0.9930883247464671,0.9971915042105122,1.057120496526436,-11.202374901062322,47.92967329303169,0.7947500087877368,-0.014979918033706068,0.7179339617820599,-0.6958243285840757,-0.013226198476490172
17724,11553,OK,1757,1757,,12.513532950800224,0.04094924267689122,0.05153244942484614,0.38976671451489986,0.3952853723112894,0.009566207363235784,0.12316748407041957,0.8035933944282376,0.21461783040910165,0.11465413061646523,0.7475389492847677,0.9673597611035947,0.9834612337877381,1.0405386697122165,161.7227485735295,179.44067015108462,9.363558610615755,-0.6901477354943898,-0.03247346661018673,-0.007789663790927372,0.722897571095869
5014,11843,OK,801,801,,34.90778997518355,0.007107669950854656,0.1295451621988742,0.4986373688896819,0.515239452754239,0.02144860379255832,3.737552324555806,1.8181420858452633,0.5981242493092718,0.26289956986368357,1.6454899258691187,1.1146577983976969,1.0863890765911872,1.1723774970800018,162.46860360244122,259.3657736853878,12.899474130533099,-0.6945262697823723,-0.02419132224917788,0.00769481322125631,0.7190193532579704
18284,11923,OK,1489,1489,,21.67976176628673,0.13545609744039358,0.2736124601631934,1.0372074369902098,1.0812083055721209,0.0068916454972330655,4.3829342145498265,1.1719457403789149,0.22641106758538143,0.1719323170322332,1.0284377732059813,0.9920040420495432,1.0356987810931526,1.1204389846571967,162.42521049636306,265.3163420116186,12.761068064845375,-0.6873894343792706,-0.013452659698990144,0.002746743273272023,0.7261592434529497
5034,11853,OK,938,938,,28.269182478267638,0.07461121827447242,0.08774437648029246,0.2607288199464004,0.28503583467164045,0.006228125148804518,2.4472488652339504,1.990067035060354,0.603834643977078,0.3049477974089266,1.8250214272351997,1.1124962341804154,1.0809597091393428,1.1544132534639722,162.45525173607464,260.5608763376864,12.753991271769731,-0.6918464908572594,-0.02169379200584927,0.0012555136088324421,0.7217175598268903
17844,11743,OK,1557,1557,,10.299222304145003,0.07800454182219024,0.05633427797509983,0.12510802879280236,0.15782990302311636,0.020471103560574824,3.7597760739995763,1.9244817331413668,0.3825884585913244,0.16378382816714265,1.860604697154054,0.9476032577720981,0.9377219002649855,1.0706676522660208,162.02738789316066,221.8523742114891,11.467980566875584,-0.6923643476547119,-0.03141000921729701,-0.007696505224428036,0.7208229916040171
7605,2190,OK,1817,1817,,15.694252193908758,0.035516537577707896,0.00652048221230022,0.5024773070961114,0.5037731486257971,0.011437789875686964,0.757299829651933,0.9099227316333505,0.11722942547043957,0.05406156213982519,0.867802964327903,0.9765647953718672,0.9588197955146726,0.9652854100884075,-11.902543799860506,16.311950845409307,-0.22685740954688208,-0.025203388431632424,0.7170898500353191,-0.6959608724326728,0.028024992964157596
4734,11603,OK,1063,1063,,20.182548325932014,0.22305818307299835,0.5666273756614928,0.9489249389773783,1.127510565670264,0.041859727932552736,1.8912885742474745,1.4736488412754825,0.4896087389924787,0.14054702617007847,1.3689636808832306,0.9712748831691352,0.8533496890800444,1.0140048273260198,162.0932507346432,190.82971439592382,10.487245135616218,-0.6918954428695476,-0.023027324580339674,-0.0027666024642501977,0.7216250995980039
5114,11863,OK,1110,1110,,20.184138317111497,0.0873271980361639,0.04331818444553156,0.2171603109966953,0.23803593277630566,0.01564026116001345,1.4229095613745784,1.8384478832646454,0.6173749948526228,0.2792012964672892,1.6800555585941352,1.0749678123973772,1.0455129566998318,1.1262645247746925,162.45832049205592,261.5012894724263,12.911810538031048,-0.6938302182648546,-0.019297837190786322,0.0034478500043459127,0.7198717483223311
7605,2170,OK,850,850,,33.073273271642634,0.09023727045817331,0.10982310725364333,0.9076316367869586,0.9186942189668771,0.01029754301405564,6.145473133022544,0.6440980484381881,0.09994294184549979,0.055083948483859224,0.6193656193883612,0.9968659879520753,0.9641385836572113,0.9312423800926194,-11.966396218489997,16.712082067602267,-0.15940274263636073,-0.023537905726096913,0.717896130309484,-0.6952644243263332,0.026047904846079228
