0,2244
0,2264
0,2284
0,2304
0,2324
0,2344
0,2364
0,2384
0,2404
0,2424
0,2444
0,2464
0,2484
0,2504
0,2524
0,2544
0,2564
0,2584
0,2604
0,2624
10,2244
10,2264
10,2284
10,2304
10,2324
10,2344
10,2364
10,2384
10,2404
10,2424
10,2444
10,2464
10,2484
10,2504
10,2524
10,2544
10,2564
10,2584
10,2604
10,2624
20,2244
20,2264
20,2284
20,2304
20,2324
20,2344
20,2364
20,2384
20,2404
20,2424
20,2444
20,2464
20,2484
20,2504
20,2524
20,2544
20,2564
20,2584
20,2604
20,2624
30,2244
30,2264
30,2284
30,2304
30,2324
30,2344
30,2364
30,2384
30,2404
30,2424
30,2444
30,2464
30,2484
30,2504
30,2524
30,2544
30,2564
30,2584
30,2604
30,2624
40,2244
40,2264
40,2284
40,2304
40,2324
40,2344
40,2364
40,2384
40,2404
40,2424
40,2444
40,2464
40,2484
40,2504
40,2524
40,2544
40,2564
40,2584
40,2604
40,2624
50,2244
50,2264
50,2284
50,2304
50,2324
50,2344
50,2364
50,2384
50,2404
50,2424
50,2444
50,2464
50,2484
50,2504
50,2524
50,2544
50,2564
50,2584
50,2604
50,2624
60,2244
60,2264
60,2284
60,2304
60,2324
60,2344
60,2364
60,2384
60,2404
60,2424
60,2444
60,2464
60,2484
60,2504
60,2524
60,2544
60,2564
60,2584
60,2604
60,2624
70,2244
70,2264
70,2284
70,2304
70,2324
70,2344
70,2364
70,2384
70,2404
70,2424
70,2444
70,2464
70,2484
70,2504
70,2524
70,2544
70,2564
70,2584
70,2604
70,2624
80,2244
80,2264
80,2284
80,2304
80,2324
80,2344
80,2364
80,2384
80,2404
80,2424
80,2444
80,2464
80,2484
80,2504
80,2524
80,2544
80,2564
80,2584
80,2604
80,2624
90,2244
90,2264
90,2284
90,2304
90,2324
90,2344
90,2364
90,2384
90,2404
90,2424
90,2444
90,2464
90,2484
90,2504
90,2524
90,2544
90,2564
90,2584
90,2604
90,2624
100,2244
100,2264
100,2284
100,2304
100,2324
100,2344
100,2364
100,2384
100,2404
100,2424
100,2444
100,2464
100,2484
100,2504
100,2524
100,2544
100,2564
100,2584
100,2604
100,2624
110,2244
110,2264
110,2284
110,2304
110,2324
110,2344
110,2364
110,2384
110,2404
110,2424
110,2444
110,2464
110,2484
110,2504
110,2524
110,2544
110,2564
110,2584
