anchor_idx,query_idx,num_matches,num_inliers,anchor_range
430,2244,1242,1204,"(0, 2244)"
2240,2244,1335,1176,"(0, 2244)"
440,2244,1238,1150,"(0, 2244)"
460,2244,1235,1097,"(0, 2244)"
420,2244,1244,1066,"(0, 2244)"
490,2244,1090,1064,"(0, 2244)"
480,2244,1140,1060,"(0, 2244)"
540,2264,1250,1147,"(0, 2244)"
550,2264,1200,1060,"(0, 2244)"
530,2264,1081,964,"(0, 2244)"
520,2264,1026,937,"(0, 2244)"
40,2264,946,934,"(0, 2244)"
330,2264,937,934,"(0, 2244)"
0,2264,931,927,"(0, 2244)"
580,2284,1490,1451,"(0, 2244)"
590,2284,1162,1130,"(0, 2244)"
570,2284,1069,1021,"(0, 2244)"
600,2284,908,877,"(0, 2244)"
560,2284,826,773,"(0, 2244)"
610,2284,761,740,"(0, 2244)"
550,2284,679,636,"(0, 2244)"
610,2304,1564,1374,"(0, 2244)"
620,2304,1182,1101,"(0, 2244)"
600,2304,1057,1012,"(0, 2244)"
590,2304,882,840,"(0, 2244)"
630,2304,872,777,"(0, 2244)"
580,2304,742,716,"(0, 2244)"
650,2304,684,644,"(0, 2244)"
640,2324,1374,1317,"(0, 2244)"
650,2324,1299,1185,"(0, 2244)"
660,2324,1002,983,"(0, 2244)"
630,2324,976,970,"(0, 2244)"
670,2324,845,759,"(0, 2244)"
620,2324,798,740,"(0, 2244)"
680,2324,747,706,"(0, 2244)"
680,2344,1442,1401,"(0, 2244)"
670,2344,1255,1246,"(0, 2244)"
690,2344,1087,1072,"(0, 2244)"
660,2344,1002,921,"(0, 2244)"
700,2344,864,799,"(0, 2244)"
650,2344,811,788,"(0, 2244)"
710,2344,734,709,"(0, 2244)"
700,2364,1270,1264,"(0, 2244)"
710,2364,1384,1253,"(0, 2244)"
690,2364,969,908,"(0, 2244)"
720,2364,991,831,"(0, 2244)"
680,2364,804,784,"(0, 2244)"
730,2364,784,760,"(0, 2244)"
670,2364,712,694,"(0, 2244)"
730,2384,1419,1286,"(0, 2244)"
740,2384,1211,1186,"(0, 2244)"
720,2384,973,915,"(0, 2244)"
750,2384,909,824,"(0, 2244)"
710,2384,817,720,"(0, 2244)"
760,2384,729,719,"(0, 2244)"
700,2384,682,624,"(0, 2244)"
760,2404,1620,1472,"(0, 2244)"
750,2404,1080,990,"(0, 2244)"
770,2404,1039,989,"(0, 2244)"
740,2404,839,785,"(0, 2244)"
780,2404,747,729,"(0, 2244)"
730,2404,698,626,"(0, 2244)"
790,2404,597,557,"(0, 2244)"
780,2424,1246,1224,"(0, 2244)"
790,2424,1273,1174,"(0, 2244)"
800,2424,860,846,"(0, 2244)"
770,2424,861,716,"(0, 2244)"
760,2424,738,678,"(0, 2244)"
810,2424,644,583,"(0, 2244)"
750,2424,602,550,"(0, 2244)"
810,2444,1756,1606,"(0, 2244)"
820,2444,1028,997,"(0, 2244)"
800,2444,1021,983,"(0, 2244)"
830,2444,850,714,"(0, 2244)"
790,2444,754,672,"(0, 2244)"
840,2444,645,574,"(0, 2244)"
780,2444,618,508,"(0, 2244)"
830,2464,1246,1102,"(0, 2244)"
840,2464,1242,1004,"(0, 2244)"
820,2464,945,868,"(0, 2244)"
850,2464,894,826,"(0, 2244)"
