13200,14518
13320,14598
13260,14558
2000,7425
13450,14678
11353,17584
1020,2624
630,2304
1310,17504
11953,18364
900,7885
660,2344
11873,18044
13810,15038
11893,5154
11893,5074
640,7725
1350,4450
1060,8005
11873,18104
550,7685
11863,18084
11893,18184
760,7805
11513,4654
13440,14678
2100,7525
11553,17724
11843,5014
11923,18284
11853,5034
11743,17844
2190,7605
11603,4734
11863,5114
2170,7605
11883,18124
750,2384
11923,18344
660,2324
730,2364
11893,18284
12003,18464
13470,14698
1250,4370
13190,14518
1040,7985
11953,18344
590,7705
1020,8005
12033,18484
680,2344
720,7785
13350,14598
970,2584
11833,18004
11463,17644
11633,4734
1340,4450
11833,4974
11863,4954
1330,4430
11853,5154
13150,14478
11853,18084
13420,14638
13800,15018
1210,17444
11803,17944
1050,2624
11883,18084
11863,18104
11923,18364
2030,7445
600,7705
11863,18024
11853,17984
2150,7585
11613,17764
11873,18024
11873,5214
11863,18044
11893,5194
13570,14798
900,2504
11443,4574
11723,17824
650,7745
790,7825
13760,14998
13320,14578
11423,17624
11863,18244
11383,17604
11443,4554
11873,5054
11893,18324
11643,17784
13740,14958
710,7785
11863,5194
970,7945
3568,16500
550,2264
840,7865
11843,4954
11683,17804
11883,5094
11963,18364
1960,7405
11863,5034
1270,17484
1180,4310
1350,17524
13560,14798
680,7745
11593,17744
11773,17904
11863,4994
13430,14658
11653,4754
11893,5234
620,2324
13240,14558
11893,18164
940,2564
11933,5234
11543,17724
710,2384
11863,5174
1150,17404
980,7945
11873,18224
12043,18464
13220,14518
710,2364
13400,14618
870,7865
11993,18384
1990,7405
13790,15038
1110,17384
630,2324
2778,17220
660,7745
2220,7645
11863,18284
11913,5114
11883,18184
1990,7445
980,7965
520,2264
600,2284
930,7905
13310,14598
0,2264
2230,7645
900,7905
2190,7585
11873,4994
830,2444
1280,17484
11923,18324
690,7745
11593,4714
1130,17404
540,7685
11813,17944
680,7765
11923,18264
990,7945
13790,15018
11913,18324
1160,4270
670,2344
11893,5214
11863,5214
850,7845
780,7825
13160,14478
13170,14458
1980,7425
11943,18384
12003,18424
610,7725
11993,18404
1260,17484
11823,4934
690,2364
11533,4674
11893,18304
11453,4574
11883,5194
12013,18444
13740,14978
1340,17524
11593,4734
11853,18124
11633,17764
11643,4754
12103,18524
780,2404
1950,7385
1100,8025
11553,4694
11583,4714
1250,4350
11853,18104
11793,4894
11573,4714
870,7885
2070,7485
1000,7965
13480,14698
1040,8005
1320,4430
11883,18164
490,2244
11463,4594
1340,4430
1140,17384
13820,15038
11643,17764
11723,4814
12073,18484
13770,14998
11853,4954
1130,4270
11853,5194
930,2544
1030,8005
1030,2624
570,2284
13240,14538
11493,4614
710,2344
11473,4594
12033,18464
2130,7545
920,7905
2010,7465
13250,14558
1220,4350
11883,5074
950,7925
910,2544
11853,18044
11853,18204
11923,18244
11803,17924
12003,18384
11863,18224
13300,14578
810,2444
750,7785
11693,17804
13840,15058
1190,4290
1210,4330
11783,17904
11903,5154
620,7725
12053,18504
940,7925
11943,18364
13290,14598
11383,4514
11843,18004
13130,14458
11843,17964
13620,14858
11883,18144
12083,18524
11873,4974
11843,5074
13730,14958
11873,18084
11873,18244
1130,8045
1380,17544
11883,5174
1160,4290
11873,18284
11393,17584
3588,16480
1160,17404
11703,4814
11933,18304
700,2344
1240,17464
1150,4290
