query_idx,anchor_idx,status,n_matches,n_inliers,n_overlapping,median_depth,x_error,y_error,z_error,pos_error,rot_error,distance_anchor_query,pointmap_error,pointmap_error_x,pointmap_error_y,pointmap_error_z,scale,pose_x,pose_y,pose_z,pose_qx,pose_qy,pose_qz,pose_qw
11540,800,OK,927,1305,,15.192611,0.09917091746228945,0.5580982532858981,2.9727655667124675,3.0263251057714173,0.09506605631956926,1.3033169354949938,2.0343585667259365,1.1327076519232493,0.7016380554997914,1.4622532036484612,1.3809265910194184,-4.786476123482074,1.16820789427699,-0.007164750182998307,-0.47266958808444465,0.5425451136556332,-0.5169131279749674,0.46371227962564543
7320,2870,OK,1081,1811,,12.873186,0.2163410823107017,0.015255357305600063,0.8542907401789166,0.8813902986630432,0.027366970981432093,2.128807534437674,0.8852287820696201,0.510322941458625,0.1904694912890046,0.7473448980801431,1.0664089123777063,-11.282091237210924,19.165555923055873,-0.7941255431973409,0.03459897948123306,-0.7038093228145417,0.709280023168362,-0.019421546603738495
3019,860,OK,901,1524,,16.473402,0.7577505968633524,0.22048332209349103,2.4071058570147077,2.5331714251591144,0.02299997110637025,0.919288125694955,4.362489949844217,1.854576444103962,1.239711458598944,3.6524307865319843,1.8056462345045918,10.652148169873412,0.762789952036513,-0.49554796523430494,-0.4977911684855333,0.5077151474708148,-0.4961039412303834,0.4983072958548535
11580,100,OK,1159,1746,,14.60488,0.16049426187202692,0.23016572759071766,1.9818020080044552,2.00156785275486,0.06025213807560599,0.1363640716704028,4.804351009941528,1.679667959057781,1.1527284448441475,4.232916474774932,1.743075116309321,3.5087861170991896,-0.0657394232738382,-0.3986015901458628,0.5182139327147766,-0.49954566902345743,0.4774813925500303,-0.5039047174503085
11420,670,OK,782,1435,,14.049202,0.09727825278721647,0.0753180072982296,0.8255789986893945,0.8346954796605125,0.04916091864395516,0.6105202614074254,1.8417874905725475,0.786536626225419,0.4005480446129539,1.5387837077875925,1.3688733138511737,-5.162297710966543,14.853102799879982,-0.7119393221126743,-0.41097364425425115,-0.5684433081109533,0.5902969243500785,0.3994025667106977
3430,9180,OK,1043,1725,,8.272866,0.520848422996876,0.09047974984351814,4.217127580837269,4.2501334917774605,0.14781128541919347,5.001097698778856,1.2092425921641843,0.6969349311857984,0.43071879990485273,0.8619398081391534,3.239491656981593,70.2828959617521,39.49817513307215,-0.7082870417109766,-0.68524438890493,-0.06279815151642229,0.04757761976836456,0.7240392874268677
3350,9110,OK,1165,1902,,7.8065705,0.31945389595745555,0.0907543451307708,2.3287697946358428,2.3523298874117926,0.08626049180821371,1.6592498861887115,0.8739411222083839,0.6551031569979501,0.43326633503452694,0.4014054768132427,3.156249115700214,69.03531241547915,26.016960121680704,-0.6141259872907205,0.7165799453078302,0.04898817455986355,-0.034905786105842156,-0.6949064158807665
11220,470,OK,290,752,,25.031616,2.7828310877868985,2.0658954779501366,6.723227797873364,7.563984731017452,0.11498747462181684,6.940530530387305,2.358674594851771,1.714620600517529,1.0735014507990486,1.2069766184205015,2.9085269102889457,54.557140530942235,10.449254638708698,-2.840995529700664,-0.4980393022903846,-0.4590154488301131,0.5186651010030887,0.5217740738201282
3690,9360,OK,543,1149,,15.78513,0.0952568432703283,0.017173898041085846,1.0104663347947564,1.0150916326703232,0.043082796044566427,3.410251718643819,1.219052025673681,0.3682691291239104,0.06865037470029423,1.143785301508502,1.9677298051071914,70.390418642917,108.76815031037958,0.8820176723636828,0.7061083760905366,-0.07575615538162907,0.06219095545815506,-0.7012875666912838
11540,30,OK,994,1534,,14.07158,0.12283346393656551,0.009923814847465169,2.574157417193302,2.577105537314115,0.029223831983278964,2.0144942336153395,5.1429180848833855,1.5798906052224497,1.0057731080771575,4.6550316638408535,1.727078363088956,-4.3524286567922275,1.108910504151463,-0.6490153469713297,-0.4543539058014712,0.5435637573816118,-0.5424163223674258,0.45153682371820913
