image_index,latitude,longitude,heading
0,41.90639471585543,12.48200255418674,42.769430989877385
1,41.90639470148324,12.48200256027381,42.69384087204898
2,41.90639468706536,12.48200256638011,42.618003771609395
3,41.906394681071475,12.482002560457612,42.558117829710824
4,41.90639467508245,12.482002554539921,42.49827499176883
5,41.90639466907293,12.482002548601853,42.438221120110356
6,41.90639466617512,12.482002532301626,42.323965183402706
7,41.90639466327777,12.482002516003844,42.20971477361237
8,41.90639466037036,12.482002499649907,42.095057828068036
9,41.90639465564597,12.482002498531655,41.92877436735198
10,41.9063946509237,12.482002497413907,41.76254989323723
11,41.906394646185824,12.482002496292466,41.59576113583356
12,41.90639465771285,12.482002514508906,41.42298966711847
13,41.906394669234686,12.48200253271715,41.25030362520903
14,41.90639468079284,12.482002550982786,41.07708168801612
15,41.90639469403031,12.482002559135273,40.965002525054395
16,41.906394707252275,12.482002567278187,40.853059042979865
17,41.90639472051151,12.482002575444108,40.74080392177648
18,41.9063947046479,12.482002583712097,40.64622217072441
19,41.90639468879479,12.482002591974616,40.551690831827365
20,41.90639467288498,12.482002600266783,40.45680913861092
21,41.90639466494651,12.4820026231173,40.35902554236195
22,41.906394657012335,12.482002645955458,40.26130834874627
23,41.90639464904953,12.482002668876003,40.16325279322015
24,41.90639463821655,12.482002688106837,40.07385845384798
25,41.906394627389055,12.482002707327837,39.98455358560825
26,41.90639461652287,12.482002726617553,39.894974186255176
27,41.906394608042085,12.48200272964725,39.80001199566234
28,41.90639459956694,12.482002732674717,39.70491929571915
29,41.90639459106222,12.482002735712534,39.60930159843608
30,41.90639457269677,12.482002709991383,39.50053688669278
31,41.90639455434234,12.482002684285668,39.3906921918161
32,41.9063945359197,12.48200265848497,39.279283811278674
33,41.906394478107366,12.482002629878439,39.161436732987816
34,41.906394420340156,12.482002601294221,39.04256792857316
35,41.9063943623926,12.482002572620907,38.92219078818782
36,41.906394322376464,12.48200259754237,38.792559452618654
37,41.90639428238916,12.482002622445878,38.66325434582614
38,41.906394242258926,12.48200264743841,38.53371896029048
39,41.906394240671446,12.482002662720875,38.32271569035543
40,41.906394239085,12.482002677997725,38.11085755186677
41,41.9063942374935,12.482002693322212,37.89740121302969
42,41.906394229037005,12.48200266353108,37.52194240281801
43,41.90639422058637,12.482002633760505,37.146870741985694
44,41.906394212103734,12.482002603877332,36.77053602959247
45,41.90639419826751,12.482002583764633,36.25754761143409
46,41.90639418443461,12.482002563656756,35.74602169068312
47,41.90639417055401,12.482002543479544,35.234079219579876
48,41.90639412922111,12.482002578751318,34.678644292196545
49,41.90639408793639,12.482002613982125,34.12434128077785
50,41.90639404652529,12.482002649320775,33.5687887999515
51,41.90639398133769,12.482002687330333,32.946151633031654
52,41.90639391619695,12.48200272531253,32.32325152965477
53,41.90639385084692,12.482002763416755,31.697654170050594
54,41.906393810571174,12.4820027994462,30.93174886645151
55,41.906393770313656,12.48200283545942,30.165916666111865
56,41.90639372993308,12.482002871582992,29.39756056764316
57,41.90639370526295,12.482002914166587,28.61046229783339
58,41.90639368060911,12.482002956722065,27.82402551362816
59,41.90639365588049,12.482002999406614,27.035465563778338
60,41.906393643179754,12.482003051663435,26.35077948325824
61,41.906393630494755,12.482003103856,25.667315833832077
62,41.9063936177739,12.4820031561961,24.982373811871177
63,41.906393620568714,12.482003208303198,24.45346551089937
64,41.90639362336028,12.482003260347607,23.925690963045394
65,41.9063936261599,12.482003312543863,23.39690117879377
66,41.906393620345504,12.482003347723719,23.01259482101384
67,41.90639361453726,12.482003382866491,22.628931567122056
68,41.90639360871238,12.482003418109917,22.24441340201544
69,41.90639361927018,12.482003429306724,21.960213103768712
70,41.906393629823086,12.482003440497841,21.676061463694776
71,41.90639364041515,12.482003451730419,21.39076540860786
72,41.90639364327771,12.482003444816948,21.13716382491088
73,41.9063936461389,12.482003437906808,20.883401781899696
74,41.906393649010106,12.482003430972519,20.62846732708402
75,41.906393658772444,12.48200343571635,20.40009067747508
76,41.90639366853009,12.482003440457921,20.17171956372424
77,41.90639367832624,12.482003445218195,19.94234127794638
78,41.90639367649231,12.482003416574916,19.730213747519105
79,41.90639367465796,12.482003387926191,19.518002025944778
80,41.90639367281572,12.482003359158712,19.30486593199457
81,41.90639365252158,12.482003333914232,19.105010795368393
82,41.906393632238995,12.482003308684146,18.90482238462472
83,41.906393611883956,12.482003283363921,18.703469545081795
84,41.906393607989614,12.482003237393716,18.54235900313947
85,41.90639360409686,12.482003191439812,18.380810546289187
86,41.90639360019007,12.482003145320869,18.218176039707682
87,41.90639359329518,12.48200314867458,18.205568831497434
88,41.90639358640628,12.48200315202538,18.193030244122802
89,41.9063935794961,12.482003155386531,18.180510593934784
90,41.90639358295244,12.482003169076782,18.357135778953825
91,41.90639358640578,12.482003182754815,18.53351971687812
92,41.90639358986939,12.482003196473416,18.710338489782814
93,41.90639359845402,12.482003191218679,18.939418944888182
94,41.90639360703017,12.482003185969145,19.167343153968805
95,41.906393615632055,12.482003180703783,19.395007929381357
96,41.906393619424655,12.482003164535138,19.561350066258214
97,41.90639362321499,12.482003148376197,19.727425141040126
98,41.906393627019725,12.482003132155496,19.89396190333894
99,41.906393620836305,12.482003095552413,19.98008961984823
100,41.90639361465493,12.4820030589614,20.066071181047175
101,41.906393608450934,12.482003022236462,20.152249424774052
102,41.90639358412097,12.482002968758437,20.18858744117998
103,41.90639355980265,12.48200291530604,20.223805200993393
104,41.90639353540194,12.482002861672568,20.25803297168189
105,41.90639350003536,12.48200282753895,20.300392539458194
106,41.906393464687774,12.482002793423892,20.34200902769475
107,41.906393429227805,12.482002759200489,20.383033581986883
108,41.90639338856365,12.482002729137921,20.404725394456513
109,41.906393347933644,12.482002699100581,20.426252071993183
110,41.906393307184175,12.482002668974946,20.44769446201502
111,41.90639329292769,12.482002650802631,20.416769113267044
112,41.906393278681264,12.482002632642946,20.385919067347164
113,41.9063932643895,12.48200261442548,20.35502537730926
114,41.90639325784588,12.482002670982713,20.331460262782965
115,41.906393251308934,12.482002727482337,20.307816413764414
116,41.90639324475465,12.482002784132824,20.28400500256273
117,41.906393253319834,12.482002819902076,20.246827011802605
118,41.90639326187703,12.482002855638015,20.20992854045862
119,41.90639327046201,12.482002891490025,20.173152619297667
120,41.906393282008736,12.482002872660656,20.119398910527682
121,41.906393293545065,12.482002853847826,20.065686708821808
122,41.90639330511819,12.482002834974995,20.011796548784872
123,41.906393293994,12.482002806460297,20.05009336431521
124,41.90639328288096,12.482002777974682,20.088217222423964
125,41.90639327173065,12.482002749393006,20.12633713315607
126,41.90639328357289,12.482002725069496,20.32202719690466
127,41.90639329540728,12.48200270076209,20.518122058414846
128,41.90639330728184,12.482002676372305,20.71542788529608
129,41.90639330860006,12.482002684299548,21.05821529163678
130,41.90639330991725,12.482002692220588,21.40111523849096
131,41.90639331123913,12.482002700169287,21.745584622004174
132,41.90639332661153,12.48200270320265,22.127531494571038
133,41.90639334198301,12.48200270623583,22.509082271391133
134,41.906393357415574,12.482002709280867,22.89175869500556
135,41.90639337298405,12.482002678772247,23.198415761952653
136,41.906393388546924,12.482002648274626,23.504929764871065
137,41.90639340416827,12.482002617662424,23.812556232435405
138,41.90639339908569,12.48200255940596,24.04690758660186
139,41.90639339400233,12.482002501142297,24.281597307854287
140,41.906393388898294,12.48200244264448,24.517543588470033
141,41.90639336748798,12.482002392355168,24.68498457977856
142,41.90639334608984,12.482002342094486,24.852615393753986
143,41.90639332461537,12.482002291654505,25.021131522198022
144,41.90639329812591,12.48200227436432,25.104225879338564
145,41.9063932716523,12.482002257084686,25.18715558888718
146,41.906393245088246,12.482002239746032,25.27025349829026
147,41.90639322338258,12.482002214925027,25.199223559537295
148,41.90639320168869,12.482002190117298,25.128351235105356
149,41.90639317992266,12.482002165227088,25.05736321578951
150,41.906393159867655,12.482002130607608,24.819009661430865
151,41.90639313982347,12.48200209600676,24.581190377442525
152,41.906393119712895,12.482002061291668,24.34298843349577
153,41.90639312731348,12.482002110859677,24.14747045236884
154,41.906393134903816,12.482002160360903,23.952402693332537
155,41.9063931425119,12.482002209977884,23.757068707359032
156,41.90639314864148,12.48200229105965,23.937666492996847
157,41.90639315475833,12.482002371973858,24.118100979759614
158,41.90639316088898,12.482002453070681,24.29914705741936
159,41.906393168924346,12.482002503739546,24.77964441702412
160,41.906393176948114,12.482002554334692,25.258903151645704
161,41.90639318499222,12.482002605058085,25.738836302386538
162,41.906393163129515,12.48200254535627,26.166197530160748
163,41.90639314128063,12.482002485692178,26.593119466959212
164,41.90639311933992,12.482002425777392,27.02165325739002
165,41.90639306234342,12.482002315692412,27.151769463000576
166,41.9063930052954,12.48200220550794,27.2823600929465
167,41.90639294797439,12.482002094796211,27.413937645713105
168,41.90639292741447,12.482002060327568,27.401475978405667
169,41.90639290685331,12.482002025856856,27.390206986886785
170,41.906392886212195,12.482001991252552,27.380098084740908
171,41.906392887551554,12.482002031199798,27.532352253113977
172,41.90639288889025,12.482002071127898,27.685372790207296
173,41.90639289023353,12.482002111192426,27.839761330452536
174,41.906392878286304,12.482002181165711,28.17223760930096
175,41.90639286635408,12.482002251051043,28.503864428424937
176,41.90639285438531,12.482002321150134,28.83606624458149
177,41.906392832261915,12.482002355723614,29.068657608661134
178,41.90639281014054,12.482002390293983,29.3008945139781
179,41.90639278794297,12.482002424983724,29.533600258971905
180,41.90639277277429,12.482002470322282,29.702338337560466
181,41.90639275760881,12.482002515651331,29.871075338011458
182,41.906392742391354,12.482002561135046,30.040423862576507
183,41.90639271154765,12.482002588567724,30.303231920894756
184,41.90639268074184,12.482002615966707,30.565832106183674
185,41.90639264985655,12.482002643436372,30.82922277610106
186,41.90639261798235,12.482002613028921,31.11991638600481
187,41.90639258615214,12.482002582662618,31.41176443666127
188,41.906392554228134,12.48200255220685,31.706042219531057
189,41.90639250856848,12.482002522121263,31.8946358097107
190,41.90639246294179,12.48200249205738,32.08427987478811
191,41.90639241715196,12.48200246188619,32.27580339608761
192,41.90639239307922,12.482002463579732,32.33584926690203
193,41.90639236900865,12.482002465273121,32.39605449606999
