query_idx,anchor_idx,status,n_matches,n_inliers,n_overlapping,median_depth,x_error,y_error,z_error,pos_error,rot_error,distance_anchor_query,pointmap_error,pointmap_error_x,pointmap_error_y,pointmap_error_z,pose_x,pose_y,pose_z,pose_qx,pose_qy,pose_qz,pose_qw
14518,13200,OK,1178,1131,1131,20.529985427856445,0.09961500202790662,0.009280859375144205,0.6172313896780581,0.6252870311974077,0.004931589225019067,1.8433751270301753,2.8858761798784442,0.7187087536501715,0.34820468748024536,2.7499081402467835,162.6915090709465,427.73003876140336,22.087061394159388,-0.6837753504411407,-0.012048062004833354,0.012473793543353302,0.7294864760951095
14598,13320,OK,983,955,955,17.44623374938965,0.01535022268543429,0.1810745053007969,1.3435801405848231,1.3558138515225289,0.0152979226477137,3.229800415278273,4.097849582332758,0.8456520282708155,0.3221159939553271,3.840904826111162,163.40630531303887,447.9183469397776,23.131928613870823,-0.6886658457057968,0.031001735712282416,-0.05216864726902099,0.7225348971387237
14558,13260,OK,2014,1866,1866,11.812227725982666,0.17791847040566475,0.03708760261676255,0.870876352809258,0.8896381816568495,0.01054647920794684,1.6524781151073662,3.998474468309059,0.9422515583876796,0.4113558073951704,3.79508016815568,162.45778549003535,436.9462774896592,22.687723308219628,-0.6844593827330852,-0.00909829247522886,-0.0048043295968583305,0.7289783898578913
7425,2000,OK,1800,1742,1742,16.04527473449707,0.030137871873428895,0.012635855727117215,0.47607533940564917,0.4771956464189712,0.0014911841834595934,3.3285316707785833,1.1089817390970729,0.33017768626901267,0.15582092137699832,1.0391895383179017,-10.652374012053864,86.67343433028704,2.5856018618436294,-0.023161642778846435,0.7152527725358825,-0.6984795976725623,-0.0018059121501519213
14678,13450,OK,1488,1305,1305,12.549120903015137,0.1279218610312602,0.02838953132461349,0.5370717700907021,0.552825518809409,0.010863046915175766,0.9035160595762738,3.4414109642147,0.9630143905517432,0.39568357965687984,3.1652708661518973,173.69596344255916,450.48953881604393,23.65580603333375,-0.4414432962908525,0.5402400683022384,-0.5252390630761312,0.4872293211410489
17584,11353,OK,1104,999,999,23.271625518798828,0.042818730495329804,0.09323310362276217,0.44613393586987515,0.45777870639328594,0.012022535073519382,1.4521399726409547,2.5142243400022846,0.5010543323141915,0.2904942282663248,2.4413115759911763,160.83287586074113,113.58878759089288,7.751549195388117,-0.6963361607535673,-0.02617736816908862,-0.0015512963525699237,0.7172365649507481
2624,1020,OK,1615,1595,1595,22.194778442382812,0.07081314640921277,0.029915533034676936,0.15173514587129594,0.17009701735687463,0.0061390336348506516,1.0956004737723393,2.923580188335221,0.6215667615035534,0.26762434034892535,2.788739327233066,148.86873179262815,-0.1717692002233402,0.9337608253162786,-0.4742269402112114,0.5173844580350462,-0.5137117489459881,0.49347985851151766
2304,630,OK,1722,1545,1545,16.652050018310547,0.03079634743027778,0.04935321155103109,0.7485706646932737,0.750827673001453,0.0015956937040139752,4.224254759024906,1.0325402915598882,0.3343862965675106,0.17431440070864213,0.954864282813936,16.238554490598744,2.569653425300346,-0.6210119136724614,-0.49755248040197175,0.4930100343376864,-0.49264927633350786,0.5164100365177557
17504,1310,OK,1803,1734,1734,14.736482620239258,0.11187861570269542,0.001023771808967379,0.9277449682209213,0.934467013232413,0.00378940091128923,2.5426184182589324,3.624609751610718,0.8419874472647355,0.39683116403622865,3.4237610264616958,160.05471153783958,70.86971299702465,5.223634335063217,-0.6798361380757435,-0.0234950714589407,-0.015723920061141004,0.7328189171420922
18364,11953,OK,1840,1657,1657,18.21216583251953,0.006244517782323225,0.0012001126291285534,0.016215283296004718,0.01741751087342949,0.0010734848234240583,0.13902126112455332,2.3202407798390463,0.5378774229462899,0.29218031249027565,2.241249433355395,162.57017711510375,270.54915758071724,13.274796121727878,-0.6926565669009893,-0.03366982393235131,0.014738637782877836,0.7203304768240789
