query_idx,anchor_idx,status,n_matches,n_inliers,n_overlapping,median_depth,x_error,y_error,z_error,pos_error,rot_error,distance_anchor_query,pointmap_error,pointmap_error_x,pointmap_error_y,pointmap_error_z,pose_x,pose_y,pose_z,pose_qx,pose_qy,pose_qz,pose_qw
22000,9900,OK,809,809,,2.406803,5.352685498061265,0.07687333513205026,1.9909898234438719,5.711496478845693,0.04275656342234532,7.84890936142661,4.507475331153236,1.108449997729927,0.5771981327446979,4.249918264058223,-37.69652650576267,-64.9373312220166,-3.412111764691252,0.48686794649915693,-0.5253521640190488,0.5311825408797678,-0.4525591836397868
6800,1550,OK,1516,1516,,2.434905,0.14710947354818832,0.12662466734167324,2.0584958882599556,2.0676267374867634,0.03601227096378618,3.5523591403180856,4.394395397933861,1.0446706971023927,0.619389605878833,4.1961771930672915,-6.2121844066279275,-39.02612759445024,0.05952261812060486,0.11282275534031352,0.7221911058650725,-0.6781487992686863,-0.076323250305803
10150,8200,OK,796,796,,6.230362,5.421237327421466,0.10639310545013587,0.1777746375373096,5.425194694650753,0.005274880443588006,7.174663758235856,4.4420872872085155,0.9808724108419418,0.5637281677339104,4.168284610912129,-38.736785537754784,-62.720269558356485,-3.688793627459082,0.5310044061797587,-0.4616765757242207,0.49936462939142495,-0.505493844629195
10200,8300,OK,823,823,,5.900899,3.465763988519826,0.06599879846297013,0.2338462853300478,3.4742711394884065,0.018544357316202888,5.433974934143628,3.3989572742228775,0.9415559817603537,0.41869607489004046,3.30784126072351,-39.544656573854155,-58.75060389382248,-3.948713625548516,-0.48602488613268235,0.5202847907249546,-0.518612124090331,0.47341843156611324
20400,900,OK,1152,1152,,2.6833901,0.0429086188143713,0.05089450610366442,2.7880413487873574,2.788835951229136,0.0365193674286846,3.2210567130001126,5.376454080395219,1.0309024914273035,0.6613670608153043,5.104043335748523,0.12835974838957442,-15.416836596340637,0.37375595708072523,0.12398462047076145,0.7193464127459926,-0.67917470541744,-0.07674810666933055
23700,8300,OK,938,938,,4.159947,0.08818083029405616,0.13367485119621192,0.8153322492678969,0.830910044090169,0.025613337170282392,1.2367474430169643,3.236424023164044,0.8956763456625242,0.39528841804338777,3.122940240902692,-39.12700719929352,-60.77155800478177,-3.864389280365907,0.5019104910427391,-0.49580693033122875,0.5308764786263698,-0.46950134319086456
20500,950,OK,887,887,,4.267457,0.23430139390213628,0.05658909345089763,6.891542456890706,6.895756441740766,0.0677684617735424,5.4381008425355155,7.1768668963008935,1.8936931887265067,0.9653847919835139,6.729452323729976,0.49074353765067585,-15.745352679830212,0.24578411245451462,-0.16772400244188201,-0.678593943599285,0.7089364567389139,0.09374443461731498
3450,40400,OK,1850,1850,,2.9755464,0.9203937851493212,0.028097231131924902,0.763061576467656,1.1959001394849322,0.06714985086410998,1.7885084891675627,5.606274384838354,1.2926297414708243,0.9791935952147051,5.3061611485723725,-35.29128030857072,1.3815777146319401,-4.787539589566844,0.7140054250642992,0.06375498757838696,0.060499241187494585,-0.6946016098119602
21100,1800,OK,1527,1527,,4.502418,0.415862799910904,0.38736576324335326,2.4104956365538506,2.47658702991193,0.030477938857196515,3.772103186693073,4.299334131425006,1.0331223042315711,0.6641543364045082,4.07194844927774,-13.319371612625496,-45.767923764653844,-0.7573486885930911,0.34894636508748145,0.69114210948201,-0.5708456809894308,-0.273302446547235
5450,41950,OK,1237,1237,,4.349503,0.1386540120925653,0.2974851941546146,2.9987925751835496,3.0167000654335125,0.033376554411435506,2.4175948587658436,5.228030646941068,1.114786704311297,0.7872381720126267,4.922422030224667,-1.5875105906771887,15.922549365782174,-0.7988919911051359,0.11179300035466821,0.7156724680786125,-0.6880116565394077,-0.0442176884500817
21150,1850,OK,1352,1352,,4.2118597,0.3066531383682528,0.41362024535590025,2.0367317993802736,2.1008080058030485,0.049221098809334805,3.511124217711808,5.079151387370992,1.2500040288962733,0.781801391011828,4.842952794673026,-14.541906333782222,-46.88187781330788,-0.8564384754604237,0.31117510395680487,0.7138035384024555,-0.5840592659396332,-0.229192794632953
6000,650,OK,1662,1662,,2.3977237,0.9885378468958239,0.12785526776387462,0.713722834777538,1.2259503779204475,0.022698356165883053,1.7341385553919626,6.23572783767082,1.8321210479845216,0.866363622764434,5.907793973742782,2.418010303097774,-5.486215222731048,0.23024815132578788,0.12654183511274367,0.7087799865362412,-0.6894772112270411,-0.0789890489281087
23450,8500,OK,895,895,,1.82059,1.8794977171253267,0.31205452539907313,0.6277399935503234,2.0059778650333895,0.028139446272136083,2.960041055897731,4.443955865458393,0.9061951037518299,0.45684120442420184,4.253697284457336,-37.732741060941606,-52.37644480194677,-3.8124514711266957,-0.2944378443713045,0.7000779358815581,-0.5917203803132022,0.27030396041456006
20150,750,OK,1438,1438,,1.6940134,0.7472941377286013,0.017584722010681546,0.8690285511609893,1.1462845953185863,0.054968703104984834,1.7643260257869327,5.434361725356604,1.4937709448300904,0.8755653742114444,5.130583253209465,1.6427662492929613,-8.91312924172781,0.28513810871669804,0.09450367768158457,0.7151938625234654,-0.6915878057814862,-0.035680538221430094
7850,9650,OK,1036,1036,,4.933115,0.2617950571667013,0.08346361310732861,0.229211188634781,0.3578276060692011,0.04533040380085825,0.3272058021959067,5.06585656257286,1.1742319942662567,0.5812295658933221,4.934867721829349,-28.357058618283837,-69.37823172331734,-2.00096415967485,0.6835383153326124,0.23379446745747187,-0.14635125188134968,-0.6757934814211315
3100,40150,OK,1563,1563,,2.1680713,0.8605187412255991,0.3541599156561388,4.4616108098025915,4.557619199538877,0.03471701531292457,5.194691217858292,6.8740814531631145,2.0150460501319816,1.1630282968578936,6.469991790381867,-36.01855070463858,-10.092801562549457,-4.523619251927421,0.7393964988821249,-0.008019388589764634,0.06968499101996704,-0.669606234195926
21750,8500,OK,754,754,,2.334737,3.254892556035438,0.21673559765353143,0.4018171005827374,3.2867547600856777,0.03504778710062352,4.371787021822162,4.390068933132569,0.9265455841734946,0.45869579213665046,4.21160248567942,-37.64591932704909,-52.235498482430835,-3.7725327854849358,-0.15375933685455384,0.6885016476546544,-0.6756818202646208,0.2139570640824061
22400,9800,OK,1119,1119,,2.6496112,1.9848532343090675,0.1350382239395833,1.2573376626519943,2.353460363293825,0.05725736926691542,3.6346168203056495,4.300660776853532,0.9535164876406945,0.5133376853645337,4.0989623442097,-32.831877839322836,-69.59775563512945,-2.6263217754900783,0.747272198528962,0.08867942114142102,0.030795819944669713,-0.657853964832355
21500,8900,OK,1421,1421,,3.5369618,0.65858009114606,0.09329391239894308,0.060305185821244583,0.6678833775305305,0.02241419349001653,0.9977504511017453,3.476809891635757,0.6748854882378658,0.2897851775520275,3.2540119841224016,-26.3600053757467,-47.38216673372438,-2.2967576654450257,0.22185050397681066,0.7195105102958361,-0.6391574945719365,-0.15673122404800446
22350,9850,OK,1184,1184,,2.7599933,2.2551046413492783,0.21830384545198822,0.820209512712816,2.409542935313413,0.0427909258288983,3.7187063662024085,4.062269812381183,0.8323153468839655,0.4994474841453419,3.7960233651136095,-34.672629999225215,-69.13399161087018,-2.878192227382702,0.7658975435735847,-0.01900405057282978,0.13829702102236696,-0.6276254717473737
3150,40200,OK,1666,1666,,2.0383363,1.2623452933723716,0.09453028193172337,4.433888931449021,4.611054398977267,0.029703108403473656,5.428336326348858,6.118575379584172,1.4961339315934459,0.9919644797662109,5.798895602263062,-35.73046757447156,-7.983996391980483,-4.557327532558495,0.7053940795082198,0.0401722604421488,0.07436918029634773,-0.7037574916885567
20400,1050,OK,1890,1890,,2.5616255,0.6394035844078594,0.21506356021361678,2.0022840777004434,2.112872643227246,0.02686053830191341,2.9880718351013122,4.8579728523810335,1.1303021817754713,0.6879385490446576,4.618577601429885,-0.7338774499202388,-20.187607508703444,0.2685209489493824,0.13446700564918124,0.7164100149921814,-0.6806436474610567,-0.07348156218776689
22600,9250,OK,870,870,,5.713339,7.598542213104503,0.5647773221283932,1.2005835951468289,7.713508809670038,0.028227803996900863,10.185739382677205,6.727395694940174,1.5726492487104677,0.5886661860965096,6.483458608967865,-21.837252386738953,-59.60115247366343,-1.3110271030795955,0.6578097736043376,0.4169663405264239,-0.26017022759510183,-0.5707335852144374
4100,40900,OK,715,715,,8.494472,1.095060146751274,0.0930470823622859,3.047118087326019,3.2392503951760867,0.03519957421510843,3.8978985429055304,4.996860247097766,1.2783803388912427,0.689845584061942,4.775854535198031,-33.10917101474905,25.2820181771537,-4.948080079916323,-0.7024037213886722,-0.021092909317288362,-0.08491294429266785,0.7063808415064973
23550,8400,OK,980,980,,3.5000234,1.5111200529165332,0.3072312292998799,0.5754086619341978,1.6458948844967243,0.03516113858105092,2.4922385435210965,4.741052705334926,0.933303215139561,0.5729480976457669,4.4882638907817025,-38.67975675857829,-56.1419035693907,-3.9153127833290147,-0.37923994512928727,0.6071035019873688,-0.5991296647777914,0.3586726176839536
20450,1100,OK,1961,1961,,2.3772135,0.810884866148354,0.09223012653599981,1.76862104484222,1.9478349680216922,0.03983584839499411,2.886041503147274,5.142512022948779,1.3390357416498924,0.6624438668533804,4.832159379019249,-1.2858453262812009,-22.11107643946906,0.26154369277203926,0.1433920709384745,0.7073302888630539,-0.6878110932890052,-0.07770763410030827
6950,1650,OK,1251,1251,,7.302372,0.2901398302597833,0.09384662709817795,0.9056769225002285,0.9556353899214727,0.04962458692120074,1.7131817103716986,4.425079153645889,0.9953354496715865,0.7496085523842007,4.206999568950345,-9.016941120690836,-42.656728704050124,-0.09485037344642688,0.28884568609107103,0.6795397358897137,-0.6325178017700324,-0.23391269186925792
22200,8000,OK,905,905,,2.100972,2.813537413027554,0.09369442267716616,1.012223298463077,2.991549335260587,0.016823774495018085,4.256529503827385,5.4233206272488275,1.4420291955180973,0.6671690117585374,5.27142399675754,-34.755182829094,-68.6259449267443,-2.9455960993280277,0.6644552553505645,-0.29705224151668935,0.33373777839560503,-0.5990644996312939
10200,8350,OK,1142,1142,,2.8711524,2.6700618810661076,0.05403139287327189,0.15559316280432248,2.675137206284859,0.03444837830145415,3.4746022580301266,5.209739966748989,1.1003881876795691,0.5917797910369199,5.070562788911736,-39.53674544770629,-57.95124706131323,-3.972573735193978,-0.4935301421673582,0.5171373826265712,-0.5144228588750681,0.4736729341319899
2500,39550,OK,1360,1360,,2.3892107,0.8854944217066618,0.25299761688817923,2.871722608202881,3.0157750087644586,0.06720665604599464,3.858599158883259,6.71954062596043,2.3365374786939785,1.150166020605611,6.239441861236233,-37.87682108590018,-37.221230264002386,-4.263250213413271,0.7389759086179993,0.09329577093679733,-0.015014784191195504,-0.6670720065054467
23150,9000,OK,1170,1170,,3.4828892,1.892505629175158,0.07338503244635662,0.6065505954324447,1.9886846266480431,0.036412383322866886,2.8684853426699055,3.424350460400682,0.6882658996469,0.2499362796007244,3.2358510946316885,-24.365135841242786,-48.9907814758799,-2.0656066661933385,0.16797277339681982,0.754931720104647,-0.6295666339357499,-0.07422330369923641
5500,42000,OK,1048,1048,,5.429313,0.26491583196802904,0.10095058613249336,1.9631399112276775,1.9835044063280576,0.03162632031960668,2.373051914526074,4.864303531946634,1.0340933060211734,0.7021970267132406,4.623277875384661,-2.5688367322937755,13.054604132684961,-0.7886915258453305,0.00807686081440943,0.7082188179413674,-0.7056828519436065,0.01930240155667249
22250,8250,OK,967,967,,2.7204554,4.441802769015996,0.14331189354397067,2.0223319035199125,4.882619836282956,0.032768434909777336,6.744530016655353,5.523836875857134,1.0764898528690345,0.5456395024237977,5.360235999505058,-38.24907113401297,-64.22621124093952,-3.5791753779358455,0.7149875013036003,-0.182461912705216,0.25632037862285506,-0.6243399609941883
23750,9900,OK,1097,1097,,2.0565174,3.040974090716013,0.056010029280542925,0.44041898095477483,3.073211581159249,0.030370693339112024,4.079802628149885,4.499368020346436,1.070496979696625,0.577759642379284,4.223123506033401,-37.397942630648316,-66.01310563185886,-3.360391154933658,0.5380141569225516,-0.449226942504069,0.48872125370444014,-0.5195069366783488
21450,9100,OK,1379,1379,,5.688681,3.2657429955458266,0.19240429329005776,1.3067308693660653,3.52273221945513,0.04849977508768231,4.696198015368951,4.441464061427818,0.9649065309637663,0.5300831236878163,4.143695358797691,-22.205546929440892,-51.05830351891801,-1.7149130807003148,0.2516672035910641,0.7049123346249959,-0.637308319602841,-0.18330391402039106
22400,9700,OK,1331,1331,,3.9947395,0.2571373662705124,0.04738952885716159,0.7115850795128651,0.7581020498344335,0.00926225696314569,1.331407041526455,4.804043082821863,1.17001994409741,0.4161921015356107,4.618985090549742,-30.620644841337167,-70.12758473033922,-2.3119874455910785,0.7523974860005757,0.0717376113144614,0.053463444024781315,-0.6526050860481535
21450,8900,OK,1282,1282,,2.9681718,2.0039063092696368,0.15948541691839618,0.9038377425621928,2.204086831188874,0.024466988903871084,2.948768492254746,3.5058071941215974,0.6547827042194687,0.2969672036893364,3.200697689204987,-25.971518363014695,-47.380097753765845,-2.238875693594703,0.2578768248068276,0.706156043777171,-0.6307338493247115,-0.19240061429360059
30650,27550,OK,1188,1188,,2.3224776,0.2886004134694563,0.0627340961654574,1.5609294503357156,1.5886240947441899,0.03277925270051002,1.6015212530643168,10.570749402270138,2.0321983794569043,1.0708418453686184,10.379425214673903,37.99666204096467,-102.02650870465709,24.957245760054406,0.12677066020071187,-0.5952718888777179,0.778030382229381,-0.1557218749958813
23300,8600,OK,810,810,,1.9799644,3.934142030566161,0.2662074967677016,0.07332211820402137,3.9438199858792347,0.02547216785913856,5.141427865281707,7.794402696166376,1.8707648232611744,0.9907670405803934,7.300565448284031,-35.46089813960994,-49.18025423817442,-3.5882825032885823,-0.09898968592928328,0.7490168375777928,-0.6420220161737676,0.13031711266274507
30400,27150,OK,953,953,,2.8289354,0.2475785882950451,0.2745297863220745,1.484232481975202,1.5295776611569873,0.012276372536479428,1.9796154533441783,4.896640068059091,1.1715040606415996,0.6906201085292123,4.642758075575295,37.51174210609055,-92.45788395235058,22.080328254503495,0.01614593204724519,-0.6513001644941379,0.7549267863658922,-0.07505299351459015
21400,8900,OK,1038,1038,,4.642078,3.1893743058269246,0.047562196052759215,1.7201488513100536,3.6239871268846464,0.007113885664924609,4.995967667610563,3.3924350066053144,0.6213249725624493,0.2961006193017546,3.140221460572671,-25.337710723776134,-47.45448641503977,-2.1459565189210457,0.3076486650285247,0.691290502036977,-0.6165260645814274,-0.21763582515608165
21050,1650,OK,1562,1562,,4.1817045,3.304596085951933e-05,0.05734011819545126,0.2795223957396016,0.28534305662957754,0.04199152444703071,0.311415988550882,4.284412085928784,0.9428011626151763,0.7086659163518889,4.090150293001723,-9.703932563901907,-42.98693109865589,-0.19041981758106563,0.3860213994076801,0.6590099048313627,-0.5672621458445898,-0.3080699310632015
6400,1050,OK,1463,1463,,3.16979,0.5375348646098943,0.07480545452886131,0.46904954523265263,0.7173193588502997,0.057352132342941974,0.821263534828566,4.801060556651628,1.045299005107764,0.6317021217968707,4.594099439318674,-0.9530892864249518,-20.61041865454544,0.24999009916850962,0.08860478495216674,0.7103180809775623,-0.697574775218239,-0.031414151256351074
6950,1550,OK,1014,1014,,7.3600397,0.27205140149028806,0.05479424926494802,1.7642422150243575,1.785935320239619,0.03592891135196859,2.1881376522238045,4.55400766924404,1.1223738251641935,0.65767930298214,4.332676515618313,-7.053869795951014,-40.863147980542095,0.057174827520380396,0.2977984027194737,0.6763599291777681,-0.6314549999404361,-0.23477210351870686
22550,9350,OK,1037,1037,,6.3833127,5.843176904348642,0.13760574844695225,1.307695979094055,5.989300497658953,0.011870316732051162,8.328991535974344,7.810550672860848,2.3636019235810632,0.9600600873929599,7.4220503987257835,-22.875144958245865,-62.93803193086512,-1.3698728251573737,0.7034281885999076,0.34941648203539866,-0.20888932593943207,-0.5826338087286288
22600,9650,OK,929,929,,2.975317,2.7703428490963082,0.2744189501385984,0.7881222369326037,2.8933098558712778,0.057689043919980774,4.249782082380931,4.609026366748451,1.0943937565664297,0.5356154792491887,4.515820692885123,-27.41028677112692,-68.36006430031705,-1.9259005056616467,0.6471741673560687,0.41651743728824897,-0.27369659260619844,-0.5768613323300195
7800,9350,OK,957,957,,5.175134,6.704214470643798,0.15641629537305538,1.1618459342721317,6.805941793817563,0.03247994349246871,8.57592459220519,8.618790194665898,2.5629418333970677,1.040428420733291,8.233909529312601,-22.880675264846253,-62.27392137356935,-1.4608738623860227,0.671662813233479,0.3358944561085013,-0.2459403147896955,-0.6128273339497906
22700,9550,OK,928,928,,6.285862,2.5697958197203716,0.04331643087972285,1.2979229336913674,2.8792934567422024,0.034840242088150376,4.184423956738538,4.309053157193826,0.8181949254451861,0.48288530239575655,3.91479276464373,-25.17696055044913,-65.9341353663612,-1.645276827441056,0.6465857720383551,0.4258347313354828,-0.30062451437428483,-0.5569708451465183
10250,8500,OK,1461,1461,,3.0784948,0.4934702680183029,0.05842900285022172,0.34192649406844144,0.6031919935957893,0.04959760644791139,0.7553753551306402,4.442379092439691,0.9387497381991388,0.4749315101671032,4.245670363033649,-38.58264695551426,-53.04692157197702,-3.9406661102623874,-0.3890696606795076,0.5868962472025396,-0.5849646113715145,0.40248477934113397
