anchor_idx,query_idx,num_matches,num_inliers,anchor_range
9350,2000,539,525,"(8000, 10000)"
9300,2000,528,486,"(8000, 10000)"
9400,2000,543,457,"(8000, 10000)"
9450,2000,508,443,"(8000, 10000)"
9250,2000,468,393,"(8000, 10000)"
9600,2000,405,384,"(8000, 10000)"
9200,2000,411,347,"(8000, 10000)"
9550,2000,339,331,"(8000, 10000)"
9500,2000,406,325,"(8000, 10000)"
9650,2000,302,272,"(8000, 10000)"
9350,2050,493,447,"(8000, 10000)"
9400,2050,519,433,"(8000, 10000)"
9300,2050,466,411,"(8000, 10000)"
9450,2050,472,404,"(8000, 10000)"
9500,2050,393,384,"(8000, 10000)"
9200,2050,397,379,"(8000, 10000)"
9250,2050,446,356,"(8000, 10000)"
9600,2050,379,335,"(8000, 10000)"
9550,2050,298,284,"(8000, 10000)"
9650,2050,284,262,"(8000, 10000)"
9400,2100,482,423,"(8000, 10000)"
9350,2100,431,393,"(8000, 10000)"
9300,2100,447,386,"(8000, 10000)"
9250,2100,388,350,"(8000, 10000)"
9500,2100,350,323,"(8000, 10000)"
9450,2100,399,322,"(8000, 10000)"
9200,2100,314,292,"(8000, 10000)"
9600,2100,329,275,"(8000, 10000)"
9550,2100,276,264,"(8000, 10000)"
9650,2100,268,233,"(8000, 10000)"
9300,2150,520,480,"(8000, 10000)"
9400,2150,546,470,"(8000, 10000)"
9350,2150,494,460,"(8000, 10000)"
9250,2150,406,338,"(8000, 10000)"
9450,2150,426,332,"(8000, 10000)"
9200,2150,370,317,"(8000, 10000)"
9500,2150,388,305,"(8000, 10000)"
9600,2150,336,303,"(8000, 10000)"
9550,2150,299,265,"(8000, 10000)"
9650,2150,273,257,"(8000, 10000)"
9300,2200,349,326,"(8000, 10000)"
9400,2200,372,318,"(8000, 10000)"
9450,2200,338,296,"(8000, 10000)"
9350,2200,332,294,"(8000, 10000)"
9600,2200,278,259,"(8000, 10000)"
9500,2200,288,254,"(8000, 10000)"
9200,2200,289,225,"(8000, 10000)"
9550,2200,259,222,"(8000, 10000)"
9250,2200,268,221,"(8000, 10000)"
9650,2200,247,198,"(8000, 10000)"
9400,2250,341,303,"(8000, 10000)"
9350,2250,335,273,"(8000, 10000)"
9450,2250,302,262,"(8000, 10000)"
9500,2250,295,262,"(8000, 10000)"
9300,2250,292,242,"(8000, 10000)"
9550,2250,240,213,"(8000, 10000)"
9250,2250,224,198,"(8000, 10000)"
9650,2250,224,184,"(8000, 10000)"
9600,2250,230,179,"(8000, 10000)"
9200,2250,176,165,"(8000, 10000)"
9400,2300,367,296,"(8000, 10000)"
9450,2300,295,258,"(8000, 10000)"
9350,2300,277,254,"(8000, 10000)"
9500,2300,252,232,"(8000, 10000)"
9300,2300,273,221,"(8000, 10000)"
9550,2300,222,192,"(8000, 10000)"
9250,2300,193,175,"(8000, 10000)"
9600,2300,212,161,"(8000, 10000)"
9650,2300,167,134,"(8000, 10000)"
9700,2300,142,123,"(8000, 10000)"
9450,2350,244,196,"(8000, 10000)"
9300,2350,194,177,"(8000, 10000)"
9550,2350,201,171,"(8000, 10000)"
9350,2350,224,167,"(8000, 10000)"
9500,2350,197,166,"(8000, 10000)"
9400,2350,219,162,"(8000, 10000)"
9600,2350,176,146,"(8000, 10000)"
9700,2350,121,100,"(8000, 10000)"
9650,2350,128,99,"(8000, 10000)"
9200,2350,72,67,"(8000, 10000)"
39450,2500,1505,1349,"(39300, 42434)"
39500,2500,1191,1069,"(39300, 42434)"
39400,2500,1125,1039,"(39300, 42434)"
39350,2500,858,854,"(39300, 42434)"
39550,2500,918,808,"(39300, 42434)"
39600,2500,771,759,"(39300, 42434)"
39300,2500,732,603,"(39300, 42434)"
39650,2500,685,600,"(39300, 42434)"
39750,2500,580,560,"(39300, 42434)"
39700,2500,623,534,"(39300, 42434)"
39500,2550,1541,1493,"(39300, 42434)"
39450,2550,1105,978,"(39300, 42434)"
39550,2550,1035,957,"(39300, 42434)"
39600,2550,823,763,"(39300, 42434)"
39400,2550,823,706,"(39300, 42434)"
39650,2550,695,615,"(39300, 42434)"
39350,2550,675,586,"(39300, 42434)"
39300,2550,600,517,"(39300, 42434)"
39700,2550,579,488,"(39300, 42434)"
39750,2550,523,445,"(39300, 42434)"
39550,2600,1452,1291,"(39300, 42434)"
39500,2600,1223,1102,"(39300, 42434)"
39600,2600,1072,963,"(39300, 42434)"
39650,2600,892,791,"(39300, 42434)"
39450,2600,900,778,"(39300, 42434)"
39700,2600,710,632,"(39300, 42434)"
39400,2600,777,576,"(39300, 42434)"
39350,2600,650,538,"(39300, 42434)"
39800,2600,575,503,"(39300, 42434)"
39750,2600,621,498,"(39300, 42434)"
39600,2650,1523,1326,"(39300, 42434)"
39650,2650,1215,1134,"(39300, 42434)"
39550,2650,1266,1102,"(39300, 42434)"
39500,2650,956,858,"(39300, 42434)"
39700,2650,917,846,"(39300, 42434)"
39450,2650,796,691,"(39300, 42434)"
39750,2650,756,674,"(39300, 42434)"
39400,2650,659,602,"(39300, 42434)"
39850,2650,625,597,"(39300, 42434)"
39800,2650,661,566,"(39300, 42434)"
39650,2700,1828,1622,"(39300, 42434)"
39700,2700,1315,1210,"(39300, 42434)"
39600,2700,1352,1165,"(39300, 42434)"
39750,2700,1026,993,"(39300, 42434)"
39550,2700,1064,909,"(39300, 42434)"
39500,2700,907,831,"(39300, 42434)"
39800,2700,871,810,"(39300, 42434)"
39850,2700,766,723,"(39300, 42434)"
39450,2700,832,706,"(39300, 42434)"
39900,2700,682,653,"(39300, 42434)"
39700,2750,1779,1446,"(39300, 42434)"
39650,2750,1304,1254,"(39300, 42434)"
39750,2750,1311,1135,"(39300, 42434)"
39600,2750,1096,1011,"(39300, 42434)"
39800,2750,1057,876,"(39300, 42434)"
39850,2750,915,838,"(39300, 42434)"
39550,2750,941,750,"(39300, 42434)"
39450,2750,771,737,"(39300, 42434)"
39900,2750,763,720,"(39300, 42434)"
39500,2750,829,717,"(39300, 42434)"
39750,2800,1753,1575,"(39300, 42434)"
39700,2800,1384,1208,"(39300, 42434)"
39800,2800,1257,1146,"(39300, 42434)"
39850,2800,1022,967,"(39300, 42434)"
39650,2800,1054,921,"(39300, 42434)"
39600,2800,898,838,"(39300, 42434)"
39900,2800,875,805,"(39300, 42434)"
39550,2800,780,747,"(39300, 42434)"
39500,2800,721,697,"(39300, 42434)"
39950,2800,744,648,"(39300, 42434)"
39800,2850,1659,1611,"(39300, 42434)"
39750,2850,1315,1110,"(39300, 42434)"
39850,2850,1187,1103,"(39300, 42434)"
39900,2850,991,942,"(39300, 42434)"
39700,2850,998,853,"(39300, 42434)"
39650,2850,855,694,"(39300, 42434)"
39950,2850,799,673,"(39300, 42434)"
39600,2850,767,641,"(39300, 42434)"
39550,2850,688,603,"(39300, 42434)"
40000,2850,678,601,"(39300, 42434)"
39850,2900,1462,1216,"(39300, 42434)"
39800,2900,1285,1197,"(39300, 42434)"
39900,2900,1181,1114,"(39300, 42434)"
39950,2900,954,879,"(39300, 42434)"
39750,2900,998,860,"(39300, 42434)"
39700,2900,846,722,"(39300, 42434)"
40000,2900,790,722,"(39300, 42434)"
39650,2900,730,678,"(39300, 42434)"
40050,2900,719,583,"(39300, 42434)"
39600,2900,707,550,"(39300, 42434)"
39900,2950,1599,1423,"(39300, 42434)"
39850,2950,1303,1153,"(39300, 42434)"
39950,2950,1127,1099,"(39300, 42434)"
39800,2950,971,792,"(39300, 42434)"
40000,2950,885,791,"(39300, 42434)"
39750,2950,797,723,"(39300, 42434)"
40050,2950,766,722,"(39300, 42434)"
40100,2950,650,633,"(39300, 42434)"
39700,2950,691,607,"(39300, 42434)"
39650,2950,638,576,"(39300, 42434)"
39950,3000,1473,1385,"(39300, 42434)"
39900,3000,1248,1106,"(39300, 42434)"
40000,3000,1087,1054,"(39300, 42434)"
39850,3000,942,808,"(39300, 42434)"
40050,3000,876,783,"(39300, 42434)"
40100,3000,717,690,"(39300, 42434)"
39800,3000,765,593,"(39300, 42434)"
40150,3000,644,569,"(39300, 42434)"
39700,3000,618,561,"(39300, 42434)"
39750,3000,671,559,"(39300, 42434)"
40000,3050,1492,1367,"(39300, 42434)"
39950,3050,1334,1195,"(39300, 42434)"
40050,3050,1070,989,"(39300, 42434)"
39900,3050,986,801,"(39300, 42434)"
40100,3050,852,701,"(39300, 42434)"
39850,3050,832,688,"(39300, 42434)"
40150,3050,719,653,"(39300, 42434)"
39800,3050,681,646,"(39300, 42434)"
39750,3050,588,536,"(39300, 42434)"
40200,3050,614,531,"(39300, 42434)"
40000,3100,1346,1278,"(39300, 42434)"
40050,3100,1525,1254,"(39300, 42434)"
40100,3100,1131,1007,"(39300, 42434)"
39950,3100,1022,960,"(39300, 42434)"
40150,3100,885,768,"(39300, 42434)"
39900,3100,815,693,"(39300, 42434)"
40200,3100,737,631,"(39300, 42434)"
39850,3100,714,597,"(39300, 42434)"
40300,3100,574,516,"(39300, 42434)"
39700,3100,643,515,"(39300, 42434)"
40100,3150,1699,1622,"(39300, 42434)"
40050,3150,1551,1415,"(39300, 42434)"
40150,3150,1257,1223,"(39300, 42434)"
40000,3150,1203,1056,"(39300, 42434)"
39950,3150,1076,1004,"(39300, 42434)"
40200,3150,1050,906,"(39300, 42434)"
39900,3150,939,806,"(39300, 42434)"
39850,3150,838,713,"(39300, 42434)"
40250,3150,864,693,"(39300, 42434)"
39800,3150,733,692,"(39300, 42434)"
40100,3200,1303,1183,"(39300, 42434)"
40150,3200,1237,1080,"(39300, 42434)"
40050,3200,953,831,"(39300, 42434)"
40200,3200,899,807,"(39300, 42434)"
40250,3200,709,695,"(39300, 42434)"
40300,3200,629,573,"(39300, 42434)"
40000,3200,741,561,"(39300, 42434)"
39950,3200,631,487,"(39300, 42434)"
40350,3200,541,477,"(39300, 42434)"
39900,3200,581,435,"(39300, 42434)"
40150,3250,1303,1224,"(39300, 42434)"
40200,3250,1126,1036,"(39300, 42434)"
40100,3250,954,819,"(39300, 42434)"
40250,3250,877,811,"(39300, 42434)"
40300,3250,715,702,"(39300, 42434)"
40050,3250,777,632,"(39300, 42434)"
40350,3250,592,508,"(39300, 42434)"
40000,3250,624,498,"(39300, 42434)"
39950,3250,582,484,"(39300, 42434)"
40400,3250,498,428,"(39300, 42434)"
40200,3300,1242,1061,"(39300, 42434)"
40250,3300,1156,1025,"(39300, 42434)"
40150,3300,907,820,"(39300, 42434)"
40300,3300,855,796,"(39300, 42434)"
40100,3300,725,672,"(39300, 42434)"
40350,3300,674,585,"(39300, 42434)"
40400,3300,554,488,"(39300, 42434)"
40050,3300,639,476,"(39300, 42434)"
40450,3300,481,449,"(39300, 42434)"
40000,3300,568,436,"(39300, 42434)"
40250,3350,1391,1320,"(39300, 42434)"
40300,3350,1256,1205,"(39300, 42434)"
40200,3350,1030,823,"(39300, 42434)"
40350,3350,973,823,"(39300, 42434)"
40400,3350,803,773,"(39300, 42434)"
40150,3350,837,680,"(39300, 42434)"
40450,3350,690,662,"(39300, 42434)"
40100,3350,743,568,"(39300, 42434)"
40050,3350,634,538,"(39300, 42434)"
40500,3350,594,530,"(39300, 42434)"
40300,3400,1692,1634,"(39300, 42434)"
40350,3400,1545,1427,"(39300, 42434)"
40400,3400,1152,1141,"(39300, 42434)"
40250,3400,1260,1044,"(39300, 42434)"
40200,3400,1015,871,"(39300, 42434)"
40450,3400,938,871,"(39300, 42434)"
40150,3400,833,752,"(39300, 42434)"
40500,3400,758,710,"(39300, 42434)"
40100,3400,748,673,"(39300, 42434)"
40050,3400,644,586,"(39300, 42434)"
40350,3450,1702,1651,"(39300, 42434)"
40400,3450,1455,1283,"(39300, 42434)"
40300,3450,1233,1209,"(39300, 42434)"
40450,3450,1101,1043,"(39300, 42434)"
40250,3450,988,831,"(39300, 42434)"
40500,3450,878,796,"(39300, 42434)"
40200,3450,816,735,"(39300, 42434)"
40550,3450,710,659,"(39300, 42434)"
40150,3450,696,621,"(39300, 42434)"
40100,3450,651,557,"(39300, 42434)"
40400,3500,1691,1481,"(39300, 42434)"
40450,3500,1312,1176,"(39300, 42434)"
40350,3500,1183,1122,"(39300, 42434)"
40500,3500,974,934,"(39300, 42434)"
40300,3500,902,756,"(39300, 42434)"
40550,3500,819,751,"(39300, 42434)"
40250,3500,776,664,"(39300, 42434)"
40200,3500,686,595,"(39300, 42434)"
40600,3500,672,588,"(39300, 42434)"
40650,3500,609,561,"(39300, 42434)"
40450,3550,1704,1646,"(39300, 42434)"
40500,3550,1415,1276,"(39300, 42434)"
40400,3550,1313,1251,"(39300, 42434)"
40350,3550,1063,993,"(39300, 42434)"
40550,3550,1054,960,"(39300, 42434)"
40300,3550,881,793,"(39300, 42434)"
40250,3550,794,677,"(39300, 42434)"
40600,3550,787,671,"(39300, 42434)"
40200,3550,707,670,"(39300, 42434)"
40650,3550,682,581,"(39300, 42434)"
40500,3600,1757,1480,"(39300, 42434)"
40450,3600,1393,1215,"(39300, 42434)"
40550,3600,1317,1141,"(39300, 42434)"
40400,3600,1130,1118,"(39300, 42434)"
40600,3600,1000,912,"(39300, 42434)"
40350,3600,935,861,"(39300, 42434)"
40250,3600,753,694,"(39300, 42434)"
40300,3600,864,682,"(39300, 42434)"
40650,3600,820,639,"(39300, 42434)"
40700,3600,695,602,"(39300, 42434)"
40550,3650,1823,1619,"(39300, 42434)"
40600,3650,1275,1242,"(39300, 42434)"
40500,3650,1356,1220,"(39300, 42434)"
40450,3650,1026,896,"(39300, 42434)"
40650,3650,984,844,"(39300, 42434)"
40700,3650,792,748,"(39300, 42434)"
40400,3650,829,745,"(39300, 42434)"
40350,3650,739,685,"(39300, 42434)"
40300,3650,653,621,"(39300, 42434)"
40800,3650,681,606,"(39300, 42434)"
40600,3700,1846,1726,"(39300, 42434)"
40650,3700,1257,1249,"(39300, 42434)"
40550,3700,1369,1188,"(39300, 42434)"
40500,3700,1098,943,"(39300, 42434)"
40700,3700,962,927,"(39300, 42434)"
40450,3700,844,802,"(39300, 42434)"
40750,3700,820,676,"(39300, 42434)"
40400,3700,758,648,"(39300, 42434)"
40850,3700,773,640,"(39300, 42434)"
40350,3700,655,608,"(39300, 42434)"
40650,3750,1800,1632,"(39300, 42434)"
40700,3750,1250,1188,"(39300, 42434)"
40600,3750,1317,1049,"(39300, 42434)"
40550,3750,1024,914,"(39300, 42434)"
40750,3750,952,803,"(39300, 42434)"
40500,3750,876,773,"(39300, 42434)"
40800,3750,787,662,"(39300, 42434)"
40850,3750,732,630,"(39300, 42434)"
40450,3750,708,587,"(39300, 42434)"
40400,3750,610,567,"(39300, 42434)"
40700,3800,1794,1511,"(39300, 42434)"
40650,3800,1387,1304,"(39300, 42434)"
40750,3800,1201,1088,"(39300, 42434)"
40600,3800,1037,921,"(39300, 42434)"
40800,3800,955,822,"(39300, 42434)"
40550,3800,894,816,"(39300, 42434)"
40500,3800,777,726,"(39300, 42434)"
40850,3800,873,724,"(39300, 42434)"
40450,3800,661,601,"(39300, 42434)"
40350,3800,558,519,"(39300, 42434)"
40750,3850,1537,1348,"(39300, 42434)"
40700,3850,1398,1221,"(39300, 42434)"
40650,3850,1061,1039,"(39300, 42434)"
40800,3850,1064,954,"(39300, 42434)"
40600,3850,851,792,"(39300, 42434)"
40850,3850,908,776,"(39300, 42434)"
40550,3850,758,685,"(39300, 42434)"
40500,3850,662,537,"(39300, 42434)"
40450,3850,570,536,"(39300, 42434)"
40900,3850,633,502,"(39300, 42434)"
40800,3900,1384,1365,"(39300, 42434)"
40750,3900,1446,1251,"(39300, 42434)"
40850,3900,1053,1011,"(39300, 42434)"
40700,3900,1040,919,"(39300, 42434)"
40650,3900,849,808,"(39300, 42434)"
40600,3900,708,636,"(39300, 42434)"
40900,3900,777,631,"(39300, 42434)"
40550,3900,660,589,"(39300, 42434)"
40500,3900,624,490,"(39300, 42434)"
40400,3900,567,489,"(39300, 42434)"
40800,3950,1224,1185,"(39300, 42434)"
40850,3950,1275,1179,"(39300, 42434)"
40750,3950,1088,993,"(39300, 42434)"
40700,3950,889,827,"(39300, 42434)"
40650,3950,772,712,"(39300, 42434)"
40550,3950,671,623,"(39300, 42434)"
40600,3950,678,580,"(39300, 42434)"
40500,3950,651,572,"(39300, 42434)"
40450,3950,582,538,"(39300, 42434)"
40900,3950,743,521,"(39300, 42434)"
40850,4000,1315,1213,"(39300, 42434)"
40800,4000,1073,1056,"(39300, 42434)"
40750,4000,897,858,"(39300, 42434)"
40900,4000,908,818,"(39300, 42434)"
40700,4000,790,719,"(39300, 42434)"
40650,4000,699,641,"(39300, 42434)"
40600,4000,626,547,"(39300, 42434)"
40550,4000,573,512,"(39300, 42434)"
40500,4000,544,509,"(39300, 42434)"
40450,4000,561,483,"(39300, 42434)"
40850,4050,1109,1061,"(39300, 42434)"
40900,4050,972,906,"(39300, 42434)"
40800,4050,918,756,"(39300, 42434)"
40750,4050,808,737,"(39300, 42434)"
40650,4050,717,685,"(39300, 42434)"
40700,4050,762,659,"(39300, 42434)"
40500,4050,601,557,"(39300, 42434)"
40600,4050,618,522,"(39300, 42434)"
40550,4050,601,499,"(39300, 42434)"
40450,4050,589,476,"(39300, 42434)"
40850,4100,973,896,"(39300, 42434)"
40800,4100,791,755,"(39300, 42434)"
40900,4100,844,715,"(39300, 42434)"
40750,4100,709,680,"(39300, 42434)"
40700,4100,687,650,"(39300, 42434)"
40950,4100,706,626,"(39300, 42434)"
40650,4100,660,566,"(39300, 42434)"
40500,4100,582,536,"(39300, 42434)"
40450,4100,535,495,"(39300, 42434)"
40600,4100,555,486,"(39300, 42434)"
40850,4150,857,765,"(39300, 42434)"
40900,4150,812,660,"(39300, 42434)"
40750,4150,672,621,"(39300, 42434)"
40800,4150,747,617,"(39300, 42434)"
40950,4150,658,615,"(39300, 42434)"
40700,4150,610,556,"(39300, 42434)"
40650,4150,569,481,"(39300, 42434)"
40550,4150,500,480,"(39300, 42434)"
40600,4150,505,480,"(39300, 42434)"
40500,4150,498,455,"(39300, 42434)"
40900,4200,846,769,"(39300, 42434)"
40850,4200,757,661,"(39300, 42434)"
40950,4200,747,641,"(39300, 42434)"
40800,4200,677,588,"(39300, 42434)"
40750,4200,651,529,"(39300, 42434)"
41000,4200,496,474,"(39300, 42434)"
40650,4200,530,457,"(39300, 42434)"
40700,4200,567,431,"(39300, 42434)"
40600,4200,488,402,"(39300, 42434)"
40550,4200,444,372,"(39300, 42434)"
40950,4250,797,713,"(39300, 42434)"
40900,4250,709,679,"(39300, 42434)"
40850,4250,653,565,"(39300, 42434)"
40800,4250,607,473,"(39300, 42434)"
41000,4250,554,450,"(39300, 42434)"
40750,4250,522,446,"(39300, 42434)"
40650,4250,399,349,"(39300, 42434)"
40550,4250,405,341,"(39300, 42434)"
41050,4250,415,340,"(39300, 42434)"
40700,4250,428,331,"(39300, 42434)"
41000,4300,657,639,"(39300, 42434)"
40950,4300,724,595,"(39300, 42434)"
40900,4300,613,559,"(39300, 42434)"
41050,4300,511,490,"(39300, 42434)"
40850,4300,502,398,"(39300, 42434)"
40800,4300,417,339,"(39300, 42434)"
40750,4300,367,303,"(39300, 42434)"
40650,4300,341,293,"(39300, 42434)"
40100,4300,282,253,"(39300, 42434)"
40700,4300,314,253,"(39300, 42434)"
41000,4350,782,692,"(39300, 42434)"
41050,4350,729,622,"(39300, 42434)"
40950,4350,620,466,"(39300, 42434)"
41100,4350,483,378,"(39300, 42434)"
40900,4350,454,340,"(39300, 42434)"
40850,4350,319,247,"(39300, 42434)"
