anchor_idx,query_idx,num_matches,num_inliers,anchor_range
460,3026,1010,939,"(0, 1145)"
450,3026,993,899,"(0, 1145)"
440,3026,962,887,"(0, 1145)"
150,3026,895,886,"(0, 1145)"
20,3026,902,885,"(0, 1145)"
720,3046,1346,1309,"(0, 1145)"
710,3046,1351,1302,"(0, 1145)"
700,3046,1076,1015,"(0, 1145)"
730,3046,1107,950,"(0, 1145)"
690,3046,994,911,"(0, 1145)"
760,3066,1709,1535,"(0, 1145)"
770,3066,1189,1157,"(0, 1145)"
750,3066,1188,1148,"(0, 1145)"
780,3066,927,843,"(0, 1145)"
740,3066,902,819,"(0, 1145)"
800,3086,1799,1642,"(0, 1145)"
790,3086,1164,1143,"(0, 1145)"
810,3086,1144,998,"(0, 1145)"
780,3086,989,926,"(0, 1145)"
820,3086,890,805,"(0, 1145)"
830,3106,1565,1307,"(0, 1145)"
840,3106,1210,1201,"(0, 1145)"
820,3106,1030,944,"(0, 1145)"
850,3106,866,708,"(0, 1145)"
810,3106,837,684,"(0, 1145)"
860,3126,1552,1514,"(0, 1145)"
870,3126,1148,1060,"(0, 1145)"
850,3126,988,952,"(0, 1145)"
840,3126,809,778,"(0, 1145)"
880,3126,792,750,"(0, 1145)"
890,3146,1800,1587,"(0, 1145)"
880,3146,1035,906,"(0, 1145)"
900,3146,1019,830,"(0, 1145)"
910,3146,710,691,"(0, 1145)"
870,3146,762,670,"(0, 1145)"
920,3166,1282,1278,"(0, 1145)"
910,3166,1167,1091,"(0, 1145)"
930,3166,827,787,"(0, 1145)"
900,3166,770,638,"(0, 1145)"
890,3166,605,543,"(0, 1145)"
940,3186,1870,1637,"(0, 1145)"
950,3186,998,915,"(0, 1145)"
930,3186,954,843,"(0, 1145)"
960,3186,723,682,"(0, 1145)"
920,3186,685,621,"(0, 1145)"
970,3206,1330,1323,"(0, 1145)"
960,3206,1189,1177,"(0, 1145)"
980,3206,832,714,"(0, 1145)"
950,3206,779,705,"(0, 1145)"
940,3206,595,526,"(0, 1145)"
990,3226,1923,1831,"(0, 1145)"
980,3226,986,828,"(0, 1145)"
1000,3226,944,782,"(0, 1145)"
970,3226,690,633,"(0, 1145)"
1010,3226,684,605,"(0, 1145)"
1010,3246,1445,1390,"(0, 1145)"
1020,3246,1067,1008,"(0, 1145)"
1000,3246,813,785,"(0, 1145)"
1030,3246,719,582,"(0, 1145)"
990,3246,615,556,"(0, 1145)"
1030,3266,1205,1193,"(0, 1145)"
1040,3266,1159,1139,"(0, 1145)"
1050,3266,741,657,"(0, 1145)"
1020,3266,801,626,"(0, 1145)"
1060,3266,573,496,"(0, 1145)"
1060,3286,1303,1220,"(0, 1145)"
1050,3286,1127,1104,"(0, 1145)"
1070,3286,834,757,"(0, 1145)"
1040,3286,795,629,"(0, 1145)"
1080,3286,677,568,"(0, 1145)"
1080,3306,1325,1266,"(0, 1145)"
1070,3306,1238,1134,"(0, 1145)"
1060,3306,863,705,"(0, 1145)"
1090,3306,868,688,"(0, 1145)"
1100,3306,730,675,"(0, 1145)"
1100,3326,1425,1298,"(0, 1145)"
1090,3326,1388,1248,"(0, 1145)"
1110,3326,982,922,"(0, 1145)"
1080,3326,917,849,"(0, 1145)"
1120,3326,798,775,"(0, 1145)"
1110,3346,1540,1499,"(0, 1145)"
1120,3346,1446,1361,"(0, 1145)"
1100,3346,1029,1000,"(0, 1145)"
1130,3346,1068,852,"(0, 1145)"
1140,3346,872,802,"(0, 1145)"
1130,3366,1621,1558,"(0, 1145)"
1140,3366,1399,1368,"(0, 1145)"
1120,3366,1163,1107,"(0, 1145)"
1110,3366,905,765,"(0, 1145)"
1100,3366,711,588,"(0, 1145)"
1140,3386,1450,1426,"(0, 1145)"
1130,3386,1108,1021,"(0, 1145)"
1120,3386,841,778,"(0, 1145)"
1110,3386,694,557,"(0, 1145)"
1100,3386,549,430,"(0, 1145)"
1140,3406,881,831,"(0, 1145)"
1130,3406,638,577,"(0, 1145)"
1120,3406,509,413,"(0, 1145)"
1110,3406,420,360,"(0, 1145)"
1100,3406,380,260,"(0, 1145)"
1175,3421,1830,1732,"(1145, 1496)"
1165,3421,1180,1125,"(1145, 1496)"
1185,3421,1041,920,"(1145, 1496)"
1155,3421,741,728,"(1145, 1496)"
1195,3421,602,485,"(1145, 1496)"
1195,3441,1497,1463,"(1145, 1496)"
1185,3441,1257,1171,"(1145, 1496)"
1205,3441,1070,946,"(1145, 1496)"
1215,3441,802,727,"(1145, 1496)"
1175,3441,701,639,"(1145, 1496)"
1215,3461,1343,1311,"(1145, 1496)"
1205,3461,1385,1237,"(1145, 1496)"
1195,3461,938,865,"(1145, 1496)"
1225,3461,922,853,"(1145, 1496)"
1235,3461,703,659,"(1145, 1496)"
1235,3481,1259,1253,"(1145, 1496)"
1225,3481,1369,1173,"(1145, 1496)"
1215,3481,942,890,"(1145, 1496)"
1245,3481,787,722,"(1145, 1496)"
1205,3481,717,692,"(1145, 1496)"
1245,3501,1295,1285,"(1145, 1496)"
1255,3501,1203,1045,"(1145, 1496)"
1265,3501,832,826,"(1145, 1496)"
1235,3501,811,731,"(1145, 1496)"
1225,3501,586,567,"(1145, 1496)"
1265,3521,1360,1199,"(1145, 1496)"
1275,3521,1205,1132,"(1145, 1496)"
1255,3521,833,742,"(1145, 1496)"
1285,3521,788,742,"(1145, 1496)"
1245,3521,612,496,"(1145, 1496)"
1285,3541,1492,1283,"(1145, 1496)"
1295,3541,1101,1061,"(1145, 1496)"
1275,3541,868,736,"(1145, 1496)"
1305,3541,710,594,"(1145, 1496)"
1265,3541,661,593,"(1145, 1496)"
1305,3561,1576,1306,"(1145, 1496)"
1315,3561,1061,952,"(1145, 1496)"
1295,3561,922,906,"(1145, 1496)"
1325,3561,696,664,"(1145, 1496)"
1285,3561,647,580,"(1145, 1496)"
1325,3581,1643,1505,"(1145, 1496)"
1335,3581,981,802,"(1145, 1496)"
1315,3581,899,786,"(1145, 1496)"
1345,3581,682,637,"(1145, 1496)"
1305,3581,621,533,"(1145, 1496)"
1345,3601,1659,1649,"(1145, 1496)"
1355,3601,1090,1007,"(1145, 1496)"
1335,3601,930,911,"(1145, 1496)"
1365,3601,720,581,"(1145, 1496)"
1325,3601,663,569,"(1145, 1496)"
1365,3621,1553,1542,"(1145, 1496)"
1375,3621,1097,1029,"(1145, 1496)"
1355,3621,895,791,"(1145, 1496)"
1385,3621,715,685,"(1145, 1496)"
1345,3621,642,597,"(1145, 1496)"
1385,3641,1461,1407,"(1145, 1496)"
1395,3641,1146,1137,"(1145, 1496)"
1375,3641,865,791,"(1145, 1496)"
1405,3641,766,723,"(1145, 1496)"
1365,3641,633,592,"(1145, 1496)"
1405,3661,1379,1181,"(1145, 1496)"
1415,3661,1140,1082,"(1145, 1496)"
