scene,sequence,query_image,anchor_idx,num_matches,num_inliers
campus_train1,gF8nHR2-5AgrrYdJgHGepA,gF8nHR2-5AgrrYdJgHGepA/1025601584512461,2440,748,622
campus_train1,gF8nHR2-5AgrrYdJgHGepA,gF8nHR2-5AgrrYdJgHGepA/1025601584512461,2445,697,550
campus_train1,gF8nHR2-5AgrrYdJgHGepA,gF8nHR2-5AgrrYdJgHGepA/1025601584512461,2450,638,539
campus_train1,gF8nHR2-5AgrrYdJgHGepA,gF8nHR2-5AgrrYdJgHGepA/1025601584512461,2455,647,582
campus_train1,gF8nHR2-5AgrrYdJgHGepA,gF8nHR2-5AgrrYdJgHGepA/1025601584512461,2460,588,548
campus_train1,gF8nHR2-5AgrrYdJgHGepA,gF8nHR2-5AgrrYdJgHGepA/1025601584512461,2465,554,491
campus_train1,gF8nHR2-5AgrrYdJgHGepA,gF8nHR2-5AgrrYdJgHGepA/1025601584512461,2470,558,507
campus_train1,gF8nHR2-5AgrrYdJgHGepA,gF8nHR2-5AgrrYdJgHGepA/1025601584512461,2475,511,409
campus_train1,gF8nHR2-5AgrrYdJgHGepA,gF8nHR2-5AgrrYdJgHGepA/1025601584512461,2480,479,386
campus_train1,gF8nHR2-5AgrrYdJgHGepA,gF8nHR2-5AgrrYdJgHGepA/1025601584512461,2485,440,406
campus_train1,gF8nHR2-5AgrrYdJgHGepA,gF8nHR2-5AgrrYdJgHGepA/1025601584512461,2490,456,421
campus_train1,gF8nHR2-5AgrrYdJgHGepA,gF8nHR2-5AgrrYdJgHGepA/1025601584512461,2495,441,409
campus_train1,gF8nHR2-5AgrrYdJgHGepA,gF8nHR2-5AgrrYdJgHGepA/1444614969264827,2440,727,606
campus_train1,gF8nHR2-5AgrrYdJgHGepA,gF8nHR2-5AgrrYdJgHGepA/1444614969264827,2445,641,553
campus_train1,gF8nHR2-5AgrrYdJgHGepA,gF8nHR2-5AgrrYdJgHGepA/1444614969264827,2450,584,470
campus_train1,gF8nHR2-5AgrrYdJgHGepA,gF8nHR2-5AgrrYdJgHGepA/1444614969264827,2455,588,487
campus_train1,gF8nHR2-5AgrrYdJgHGepA,gF8nHR2-5AgrrYdJgHGepA/1444614969264827,2460,563,521
campus_train1,gF8nHR2-5AgrrYdJgHGepA,gF8nHR2-5AgrrYdJgHGepA/1444614969264827,2465,501,423
campus_train1,gF8nHR2-5AgrrYdJgHGepA,gF8nHR2-5AgrrYdJgHGepA/1444614969264827,2470,505,432
campus_train1,gF8nHR2-5AgrrYdJgHGepA,gF8nHR2-5AgrrYdJgHGepA/1444614969264827,2475,462,384
campus_train1,gF8nHR2-5AgrrYdJgHGepA,gF8nHR2-5AgrrYdJgHGepA/1444614969264827,2480,431,401
campus_train1,gF8nHR2-5AgrrYdJgHGepA,gF8nHR2-5AgrrYdJgHGepA/1444614969264827,2485,404,350
campus_train1,gF8nHR2-5AgrrYdJgHGepA,gF8nHR2-5AgrrYdJgHGepA/1444614969264827,2490,419,372
campus_train1,gF8nHR2-5AgrrYdJgHGepA,gF8nHR2-5AgrrYdJgHGepA/1444614969264827,2495,405,339
campus_train1,gF8nHR2-5AgrrYdJgHGepA,gF8nHR2-5AgrrYdJgHGepA/216045833356656,2440,832,664
campus_train1,gF8nHR2-5AgrrYdJgHGepA,gF8nHR2-5AgrrYdJgHGepA/216045833356656,2445,800,654
campus_train1,gF8nHR2-5AgrrYdJgHGepA,gF8nHR2-5AgrrYdJgHGepA/216045833356656,2450,757,663
