scene,sequence,query_image,anchor_idx,num_matches,num_inliers
campus_train1,gF8nHR2-5AgrrYdJgHGepA,gF8nHR2-5AgrrYdJgHGepA/1025601584512461,2440,748,622
campus_train1,gF8nHR2-5AgrrYdJgHGepA,gF8nHR2-5AgrrYdJgHGepA/1025601584512461,2455,647,582
campus_train1,gF8nHR2-5AgrrYdJgHGepA,gF8nHR2-5AgrrYdJgHGepA/1025601584512461,2445,697,550
campus_train1,gF8nHR2-5AgrrYdJgHGepA,gF8nHR2-5AgrrYdJgHGepA/1444614969264827,2440,727,606
campus_train1,gF8nHR2-5AgrrYdJgHGepA,gF8nHR2-5AgrrYdJgHGepA/1444614969264827,2445,641,553
campus_train1,gF8nHR2-5AgrrYdJgHGepA,gF8nHR2-5AgrrYdJgHGepA/1444614969264827,2460,563,521
campus_train1,gF8nHR2-5AgrrYdJgHGepA,gF8nHR2-5AgrrYdJgHGepA/216045833356656,2480,883,801
campus_train1,gF8nHR2-5AgrrYdJgHGepA,gF8nHR2-5AgrrYdJgHGepA/216045833356656,2475,902,783
campus_train1,gF8nHR2-5AgrrYdJgHGepA,gF8nHR2-5AgrrYdJgHGepA/216045833356656,2465,828,750
campus_train1,gF8nHR2-5AgrrYdJgHGepA,gF8nHR2-5AgrrYdJgHGepA/225965242628718,2490,1034,916
campus_train1,gF8nHR2-5AgrrYdJgHGepA,gF8nHR2-5AgrrYdJgHGepA/225965242628718,2475,891,808
campus_train1,gF8nHR2-5AgrrYdJgHGepA,gF8nHR2-5AgrrYdJgHGepA/225965242628718,2495,901,797
campus_train1,gF8nHR2-5AgrrYdJgHGepA,gF8nHR2-5AgrrYdJgHGepA/2951871478381873,2450,819,730
campus_train1,gF8nHR2-5AgrrYdJgHGepA,gF8nHR2-5AgrrYdJgHGepA/2951871478381873,2440,863,719
campus_train1,gF8nHR2-5AgrrYdJgHGepA,gF8nHR2-5AgrrYdJgHGepA/2951871478381873,2445,784,642
campus_train1,gF8nHR2-5AgrrYdJgHGepA,gF8nHR2-5AgrrYdJgHGepA/461463568253826,2440,887,845
campus_train1,gF8nHR2-5AgrrYdJgHGepA,gF8nHR2-5AgrrYdJgHGepA/461463568253826,2445,873,818
campus_train1,gF8nHR2-5AgrrYdJgHGepA,gF8nHR2-5AgrrYdJgHGepA/461463568253826,2455,825,790
campus_train1,gF8nHR2-5AgrrYdJgHGepA,gF8nHR2-5AgrrYdJgHGepA/509201370494178,2445,753,688
campus_train1,gF8nHR2-5AgrrYdJgHGepA,gF8nHR2-5AgrrYdJgHGepA/509201370494178,2440,820,678
campus_train1,gF8nHR2-5AgrrYdJgHGepA,gF8nHR2-5AgrrYdJgHGepA/509201370494178,2455,702,638
campus_train1,gF8nHR2-5AgrrYdJgHGepA,gF8nHR2-5AgrrYdJgHGepA/537303063944249,2440,872,712
campus_train1,gF8nHR2-5AgrrYdJgHGepA,gF8nHR2-5AgrrYdJgHGepA/537303063944249,2450,843,699
campus_train1,gF8nHR2-5AgrrYdJgHGepA,gF8nHR2-5AgrrYdJgHGepA/537303063944249,2445,831,690
campus_train1,gF8nHR2-5AgrrYdJgHGepA,gF8nHR2-5AgrrYdJgHGepA/881134779284124,2440,645,568
campus_train1,gF8nHR2-5AgrrYdJgHGepA,gF8nHR2-5AgrrYdJgHGepA/881134779284124,2445,583,479
campus_train1,gF8nHR2-5AgrrYdJgHGepA,gF8nHR2-5AgrrYdJgHGepA/881134779284124,2455,539,457
campus_train1,gF8nHR2-5AgrrYdJgHGepA,gF8nHR2-5AgrrYdJgHGepA/898021010763773,2440,780,652
campus_train1,gF8nHR2-5AgrrYdJgHGepA,gF8nHR2-5AgrrYdJgHGepA/898021010763773,2455,712,629
campus_train1,gF8nHR2-5AgrrYdJgHGepA,gF8nHR2-5AgrrYdJgHGepA/898021010763773,2445,669,603
