image_index,latitude,longitude,heading
0,41.80044962597735,12.601189635963436,31.883398032595785
1,41.80044962597732,12.60118963596352,31.883398026340537
2,41.800449621745884,12.601189649660625,31.88235638466695
3,41.80044962535519,12.601189643287285,31.881378633252947
4,41.80044963404657,12.601189652978197,31.88109392322998
5,41.80044962445146,12.601189657795686,31.88430746488434
6,41.80044962152266,12.601189644921861,31.881555280055174
7,41.800449628840916,12.601189649396268,31.88245066713567
8,41.80044962255306,12.601189651466692,31.885383028190944
9,41.80044962799461,12.601189649635485,31.884277385493977
10,41.80044963640468,12.601189652318654,31.882545400320026
11,41.80044962712152,12.60118964682453,31.88356875107089
12,41.80044962797021,12.601189653274224,31.882147230281408
13,41.8004496356273,12.601189648447557,31.882029782219654
14,41.80044962930143,12.60118963930619,31.881542756173516
15,41.80044963542886,12.601189649945288,31.879675697186155
16,41.8004496337224,12.601189643060069,31.882235850990792
17,41.80044963319475,12.601189641530457,31.88052374248667
18,41.800449630537216,12.601189644584718,31.882390094427702
19,41.80044962387966,12.601189641721055,31.88326078461854
20,41.800449627535116,12.601189652153902,31.883979991251753
21,41.800449625605815,12.601189656481433,31.88077510571494
22,41.80044963161812,12.601189649563599,31.882991501706982
23,41.8004496315647,12.601189643072297,31.88123061253817
24,41.80044962950103,12.601189651873558,31.883357604200807
25,41.800449631581415,12.601189652612355,31.88364917928822
26,41.800449632999495,12.601189646810896,31.880021586871074
27,41.80044963573125,12.601189651962068,31.877988665335366
28,41.800449631614065,12.601189652332856,31.88367473641962
29,41.80044963387516,12.601189655877445,31.880382193097777
30,41.80044963427416,12.601189649066846,31.878619208084935
31,41.80044962785585,12.601189651039984,31.88191764310301
32,41.800449641554,12.60118965248485,31.880941745971114
33,41.800449634204206,12.601189645970164,31.881641093739333
34,41.800449634469025,12.60118964786553,31.880195048903314
35,41.800449634186016,12.601189637967899,31.878231446919997
36,41.800449639664244,12.601189649277268,31.877803480253203
37,41.80044963129031,12.60118964723353,31.8797349229523
38,41.800449638901675,12.60118965672191,31.87854949573813
39,41.800449632584986,12.601189650659546,31.87983958468261
40,41.80044962737929,12.601189643236385,31.882890268283163
41,41.80044963572599,12.601189659676969,31.880704171356435
42,41.80044962999873,12.601189644964146,31.878829686659387
43,41.80044963030471,12.601189644253967,31.879000084450958
44,41.800449632511324,12.601189650094286,31.881733890888007
45,41.80044963206818,12.60118964479042,31.881760728850093
46,41.80044963670366,12.601189660079218,31.88300991636052
47,41.80044963362065,12.60118964462842,31.878952305011033
48,41.80044963478794,12.601189652759494,31.8783697681886
49,41.800449638193946,12.601189646463322,31.880064595566168
50,41.80044963589344,12.601189658331842,31.88115082744603
51,41.800449629148574,12.601189648754549,31.884931830654335
52,41.800449638473886,12.601189650343187,31.87934430669034
53,41.80044963412697,12.601189653188415,31.88201337334195
54,41.8004496335821,12.601189647217632,31.88120304848387
55,41.800449629518255,12.601189642555866,31.881593808969118
56,41.80044963439566,12.601189646866983,31.88064022529868
57,41.80044962707006,12.601189646240181,31.879800956364505
58,41.80044963062979,12.601189650050555,31.88154091369889
59,41.80044962793143,12.601189647594573,31.88081479144453
60,41.800449642819025,12.601189656956102,31.878400276033073
61,41.80044963837257,12.60118965916065,31.87931618708851
62,41.80044962750139,12.601189637152968,31.883687412962367
63,41.80044963390982,12.601189654213286,31.87975490166349
64,41.80044963139758,12.601189648649855,31.88293067171429
65,41.800449636516625,12.601189658605843,31.8804321707344
66,41.800449629929496,12.601189644842108,31.884279561527585
67,41.800449637619096,12.601189655729895,31.88063054146421
68,41.800449625599214,12.601189637001333,31.880835725339015
69,41.8004496333894,12.601189661184023,31.8792525877658
70,41.80044963278363,12.60118965460941,31.87634000552291
71,41.80044963530534,12.601189652510037,31.87974700735557
72,41.80044962966607,12.601189653757094,31.88490359253943
73,41.80044963182754,12.60118965525018,31.883294160557828
74,41.80044962585355,12.601189652915906,31.883397655099316
75,41.80044963641353,12.601189650774527,31.881733657291527
76,41.80044962876907,12.601189655562248,31.879125013552446
77,41.800449627279136,12.601189643657799,31.8799777312436
78,41.80044962861989,12.601189651150829,31.883334551957514
79,41.800449634274365,12.601189658355677,31.88376390650119
80,41.8004496280257,12.601189655754856,31.884137829814723
81,41.80044963152457,12.601189646808475,31.87943474746261
82,41.80044963040381,12.60118964634783,31.882019313738827
83,41.80044963135232,12.601189654024715,31.881570567387865
84,41.80044963355838,12.60118965606611,31.880558112373368
85,41.80044962985117,12.601189653164845,31.88096882611254
86,41.80044963006989,12.601189653423676,31.880250386180656
87,41.800449630886824,12.60118964348781,31.88259976880318
88,41.8004496282368,12.601189650572481,31.881044606294928
89,41.80044963307722,12.601189655935174,31.88035450524004
90,41.800449637311445,12.601189647473841,31.87708251240796
91,41.80044963295158,12.601189648360693,31.880315738945527
92,41.80044963431439,12.601189643095697,31.880132531709823
93,41.800449633588705,12.601189657799939,31.88262858284775
94,41.80044963848343,12.60118965663475,31.87937709544605
95,41.80044963038675,12.60118965080445,31.88302845612746
96,41.800449637797385,12.60118964902538,31.87731095020638
97,41.800449636908034,12.601189657487023,31.879351287170397
98,41.800449632147945,12.601189655980356,31.880359784692846
99,41.80044964165256,12.60118965219043,31.87747153475451
100,41.80044963254915,12.6011896443349,31.875236837575315
101,41.80044964560539,12.601189655341253,31.878589909588978
102,41.800449629496015,12.601189637322936,31.882240548944697
103,41.8004496294975,12.60118964852418,31.881880192338624
104,41.80044963142636,12.601189660623827,31.882826758651525
105,41.800449631616765,12.601189643809816,31.877765372544093
106,41.800449632455816,12.601189654905241,31.880742602865606
107,41.80044962670964,12.6011896518722,31.882103899857693
108,41.80044964160066,12.601189651648525,31.876033898903767
109,41.80044963180335,12.601189651597345,31.88184177595393
110,41.80044963779914,12.601189660617672,31.884239690915894
111,41.800449634602,12.601189653827518,31.881895989463125
112,41.80044962404846,12.601189642483806,31.884258679337805
113,41.80044963640316,12.60118965871753,31.876648028826764
114,41.80044962949973,12.601189659878747,31.881021900360018
115,41.80044963906247,12.601189662394482,31.878235382738428
116,41.80044963665521,12.601189650343096,31.879214979889827
117,41.800449630630304,12.601189641110436,31.881817790141692
118,41.80044962868564,12.601189644277742,31.88055702280773
119,41.800449629728554,12.60118964917749,31.883388158217446
120,41.800449631435455,12.601189643281302,31.879202807432577
121,41.80044963530615,12.601189645762512,31.879293935394177
122,41.800449631457525,12.601189651769047,31.878338433854154
123,41.800449633435306,12.60118964341889,31.877758828257498
124,41.80044963410544,12.601189655986595,31.880820669909163
125,41.80044963301279,12.60118965703832,31.880382588108528
126,41.80044962582235,12.601189634057436,31.88430764597102
127,41.80044963097766,12.601189648494126,31.88128183041564
128,41.80044962625803,12.601189637761536,31.881925116235653
129,41.800449633226975,12.601189645330079,31.878173167399932
130,41.8004496307836,12.60118963910667,31.880384810417137
131,41.800449636393516,12.601189643332592,31.878866867149746
132,41.800449638334676,12.6011896444984,31.87727653433331
133,41.80044964094775,12.601189646147837,31.879826225465877
134,41.80044963070619,12.601189640877418,31.87845167054305
135,41.800449630327215,12.601189645016806,31.878989841922706
136,41.800449631023156,12.601189644921009,31.87876882551973
137,41.80044963451352,12.601189639516049,31.879332834729336
138,41.80044963520662,12.601189651393602,31.881752268104705
139,41.80044962487057,12.601189631104639,31.881968847475807
140,41.80044962886485,12.601189650856387,31.88326586032544
141,41.800449633166885,12.601189646876403,31.881462027578895
142,41.80044962722998,12.601189641059998,31.882733287017395
143,41.80044963204186,12.601189642522236,31.88098585535786
144,41.80044963230674,12.601189655745943,31.88429807833409
145,41.800449631106574,12.601189638605454,31.88074828481435
146,41.80044962972856,12.60118964796223,31.878796654450852
147,41.8004496350813,12.601189657340147,31.87676398458649
148,41.800449623843285,12.601189645356301,31.87898293164441
149,41.80044964117189,12.60118965546758,31.87673239510639
150,41.80044964000364,12.601189663805883,31.876129869366476
151,41.80044963710221,12.601189662208942,31.874529651098992
152,41.80044963440994,12.601189660460129,31.87242317414929
153,41.800449640038906,12.601189687382172,31.870354995441634
154,41.800449648010726,12.601189698530517,31.869767086263618
155,41.80044965981595,12.601189735281611,31.869747798895492
156,41.80044967703647,12.601189751743874,31.866014322280783
157,41.80044968696,12.601189785434327,31.86540017445693
158,41.80044969883156,12.601189799080608,31.861891811098452
159,41.80044972088557,12.60118984799663,31.85808315565805
160,41.80044973571632,12.601189885148475,31.857017582106238
161,41.800449759039246,12.601189923027096,31.85238065969788
162,41.80044979421983,12.601190000391496,31.846963015436902
163,41.80044981887756,12.601190071358808,31.83723751970724
164,41.800449859638476,12.601190149958176,31.831465280448153
165,41.80044989288288,12.60119023486962,31.825015108071113
166,41.80044993800231,12.601190349515447,31.817973679196943
167,41.80044998964729,12.601190458786432,31.814719661430793
168,41.8004500555862,12.60119060051385,31.801214437452472
169,41.80045011061648,12.601190722434621,31.794990746886207
170,41.800450182958286,12.601190892235296,31.779903922260814
171,41.80045024472062,12.60119104944495,31.76352678948656
172,41.80045033614302,12.601191233970999,31.74996674171699
173,41.80045043375113,12.601191431558092,31.72944196959471
174,41.8004505044957,12.601191636367243,31.72095606511908
175,41.80045062797708,12.601191850738438,31.69107418910279
