anchor_idx,query_idx,num_matches,num_inliers
9000,3190,318,309
9000,3210,921,883
9000,3230,1726,1553
9000,3250,865,738
9000,3270,621,539
9000,3290,375,314
9000,3310,338,294
9000,3330,312,264
9000,3350,232,215
9000,3370,229,213
9000,3390,193,163
9000,3410,173,150
9000,3430,119,113
9000,3450,95,68
9000,3470,85,41
9000,3490,62,41
9000,3510,69,40
9000,3530,21,10
9000,3550,7,0
9000,3570,74,31
9000,3590,6,0
9000,3610,23,12
9000,3630,44,14
9000,3650,10,7
9000,3670,18,11
9000,3690,4,0
9010,3190,33,33
9010,3210,589,541
9010,3230,1446,1225
9010,3250,1255,1149
9010,3270,790,746
9010,3290,559,507
9010,3310,490,392
9010,3330,490,431
9010,3350,366,288
9010,3370,369,333
9010,3390,351,321
9010,3410,301,259
9010,3430,242,196
9010,3450,213,122
9010,3470,187,71
9010,3490,156,90
9010,3510,160,115
9010,3530,174,67
9010,3550,79,37
9010,3570,64,24
9010,3590,27,12
9010,3610,20,11
9010,3630,39,18
9010,3650,3,0
9010,3670,4,0
9010,3690,3,0
9020,3190,12,7
9020,3210,346,326
9020,3230,1040,902
9020,3250,1763,1467
9020,3270,1123,1043
9020,3290,754,630
9020,3310,629,594
9020,3330,557,475
9020,3350,423,376
9020,3370,449,375
9020,3390,392,337
9020,3410,318,272
9020,3430,279,205
9020,3450,240,191
9020,3470,255,174
9020,3490,199,162
9020,3510,205,134
9020,3530,180,94
9020,3550,21,11
9020,3570,89,22
9020,3590,58,16
9020,3610,78,22
9020,3630,44,17
9020,3650,27,11
9020,3670,24,11
9020,3690,11,7
9030,3190,34,15
9030,3210,138,132
9030,3230,783,679
9030,3250,1474,1439
9030,3270,1392,1365
9030,3290,908,824
9030,3310,699,661
9030,3330,618,563
9030,3350,468,425
9030,3370,448,384
9030,3390,404,326
9030,3410,349,300
9030,3430,270,222
9030,3450,209,156
9030,3470,193,142
9030,3490,173,129
9030,3510,170,125
9030,3530,254,86
9030,3550,43,14
9030,3570,88,22
9030,3590,108,23
9030,3610,51,16
9030,3630,12,7
9030,3650,26,15
9030,3670,25,12
9030,3690,9,7
9040,3190,22,12
9040,3210,27,17
9040,3230,683,612
9040,3250,1201,1137
9040,3270,1902,1829
9040,3290,1074,1026
9040,3310,784,760
9040,3330,654,580
9040,3350,500,403
9040,3370,484,424
9040,3390,422,357
9040,3410,367,328
9040,3430,294,229
9040,3450,244,183
9040,3470,220,158
9040,3490,196,139
9040,3510,221,161
9040,3530,146,72
9040,3550,286,133
9040,3570,55,22
9040,3590,125,26
9040,3610,115,36
9040,3630,9,7
9040,3650,43,16
9040,3670,17,10
9040,3690,13,7
9050,3190,19,11
9050,3210,54,36
9050,3230,486,374
9050,3250,980,902
9050,3270,1418,1402
9050,3290,1382,1360
9050,3310,889,854
9050,3330,737,624
9050,3350,566,484
9050,3370,484,426
9050,3390,444,419
9050,3410,382,361
9050,3430,314,255
9050,3450,244,199
9050,3470,211,165
9050,3490,178,135
9050,3510,169,131
9050,3530,140,87
9050,3550,288,113
9050,3570,144,39
9050,3590,136,50
9050,3610,51,18
9050,3630,0,0
9050,3650,32,12
9050,3670,6,0
9050,3690,45,19
9060,3190,20,10
9060,3210,4,0
9060,3230,425,376
9060,3250,762,696
9060,3270,1082,1050
9060,3290,1905,1644
9060,3310,1128,1001
9060,3330,842,721
9060,3350,638,563
9060,3370,568,485
9060,3390,494,461
9060,3410,394,358
9060,3430,316,273
9060,3450,277,228
9060,3470,227,183
9060,3490,170,135
9060,3510,165,126
9060,3530,126,82
9060,3550,269,124
9060,3570,128,27
9060,3590,142,42
9060,3610,163,28
9060,3630,6,0
9060,3650,47,16
9060,3670,5,0
9060,3690,191,87
9070,3190,49,13
9070,3210,67,60
9070,3230,359,317
9070,3250,692,652
9070,3270,875,738
9070,3290,1315,1148
9070,3310,1555,1548
9070,3330,977,915
9070,3350,728,654
9070,3370,666,606
9070,3390,533,521
9070,3410,413,367
9070,3430,343,298
9070,3450,261,222
9070,3470,261,215
9070,3490,178,147
9070,3510,186,151
9070,3530,155,114
9070,3550,172,87
9070,3570,91,25
9070,3590,172,67
9070,3610,171,36
9070,3630,243,110
9070,3650,257,74
9070,3670,1,0
9070,3690,146,91
9080,3190,5,0
9080,3210,25,23
9080,3230,333,278
9080,3250,588,491
9080,3270,720,669
9080,3290,960,889
9080,3310,1635,1470
9080,3330,1310,1209
9080,3350,872,866
9080,3370,715,679
9080,3390,595,573
9080,3410,484,407
9080,3430,362,317
9080,3450,301,245
9080,3470,281,229
9080,3490,207,172
9080,3510,181,141
9080,3530,213,163
9080,3550,127,86
9080,3570,67,20
9080,3590,173,49
9080,3610,163,51
9080,3630,239,80
9080,3650,214,67
9080,3670,33,15
9080,3690,131,82
9090,3190,3,0
9090,3210,38,31
9090,3230,291,271
9090,3250,570,510
9090,3270,640,575
9090,3290,794,699
9090,3310,1131,1095
9090,3330,1912,1798
9090,3350,1159,1065
9090,3370,872,796
9090,3390,691,584
9090,3410,574,490
9090,3430,399,357
9090,3450,303,276
9090,3470,289,238
9090,3490,231,206
9090,3510,199,164
9090,3530,187,126
9090,3550,209,99
9090,3570,136,38
9090,3590,66,24
9090,3610,47,16
9090,3630,2,0
9090,3650,69,16
9090,3670,1,0
9090,3690,185,92
9100,3190,29,11
9100,3210,54,36
9100,3230,256,212
9100,3250,423,378
9100,3270,533,479
9100,3290,621,539
9100,3310,844,790
9100,3330,1278,1068
9100,3350,1665,1465
9100,3370,1051,1003
9100,3390,780,764
9100,3410,617,583
9100,3430,458,409
9100,3450,359,330
9100,3470,302,264
9100,3490,252,221
9100,3510,198,159
9100,3530,175,99
9100,3550,355,125
9100,3570,164,41
9100,3590,144,39
9100,3610,150,39
9100,3630,235,86
9100,3650,187,85
9100,3670,14,8
9100,3690,176,103
9110,3190,18,10
9110,3210,26,22
9110,3230,267,229
9110,3250,401,343
9110,3270,483,382
9110,3290,572,496
9110,3310,735,590
9110,3330,1029,1020
9110,3350,1391,1228
9110,3370,1532,1506
9110,3390,940,934
9110,3410,710,597
9110,3430,498,484
9110,3450,361,306
9110,3470,319,278
9110,3490,260,214
9110,3510,231,178
9110,3530,235,181
9110,3550,194,130
9110,3570,125,27
9110,3590,344,80
9110,3610,208,55
9110,3630,155,83
9110,3650,138,81
9110,3670,277,81
9110,3690,128,95
9120,3190,21,11
9120,3210,24,23
9120,3230,241,207
9120,3250,411,332
9120,3270,468,412
9120,3290,550,470
9120,3310,612,562
9120,3330,803,751
9120,3350,1022,980
9120,3370,1559,1390
9120,3390,1317,1302
9120,3410,916,902
9120,3430,607,517
9120,3450,446,376
9120,3470,357,307
9120,3490,293,256
9120,3510,243,222
9120,3530,246,189
9120,3550,242,168
9120,3570,407,115
9120,3590,195,108
9120,3610,207,105
9120,3630,234,114
9120,3650,169,93
9120,3670,188,99
9120,3690,140,110
9130,3190,16,10
9130,3210,36,29
9130,3230,247,213
9130,3250,386,324
9130,3270,414,381
9130,3290,495,411
