40850,4000
40800,4000
40900,4000
40850,4050
40900,4050
40800,4050
40850,4100
40800,4100
40900,4100
40850,4150
40900,4150
40750,4150
40900,4200
40850,4200
40950,4200
40950,4250
40900,4250
40850,4250
41000,4300
40950,4300
40900,4300
41000,4350
41050,4350
40950,4350
41050,4400
41100,4400
41000,4400
41100,4450
41200,4450
41250,4450
41200,4500
41250,4500
41400,4500
41300,4550
41500,4550
41350,4550
41300,4600
41350,4600
41400,4600
41350,4650
41400,4650
41600,4650
41400,4700
41550,4700
41350,4700
41450,4750
41550,4750
41400,4750
41500,4800
41550,4800
41600,4800
41550,4850
41500,4850
41600,4850
41550,4900
41600,4900
41650,4900
41550,4950
41650,4950
41600,4950
41650,5000
41600,5000
41700,5000
41650,5050
41600,5050
41700,5050
41700,5100
41650,5100
41600,5100
41750,5150
41700,5150
41800,5150
41850,5200
41800,5200
41750,5200
41850,5250
41900,5250
41800,5250
41900,5300
41950,5300
41850,5300
41950,5350
41900,5350
41850,5350
41950,5400
41900,5400
41850,5400
41950,5450
41900,5450
41850,5450
41950,5500
41850,5500
41800,5500
41750,5550
41800,5550
41850,5550
41700,5600
41750,5600
41650,5600
41700,5650
41750,5650
41650,5650
41700,5700
41750,5700
41500,5700
41750,5750
41700,5750
41550,5750
41750,5800
41800,5800
41700,5800
41800,5850
41750,5850
41950,5850
41800,5900
41950,5900
41900,5900
41850,5950
41800,5950
41950,5950
700,6000
650,6000
750,6000
9050,6000
8950,6000
8850,6000
750,6050
700,6050
950,6050
8950,6050
8850,6050
8800,6050
800,6100
950,6100
750,6100
8950,6100
9000,6100
9050,6100
950,6150
800,6150
850,6150
8950,6150
8800,6150
9000,6150
1000,6200
950,6200
1050,6200
8850,6200
8800,6200
8950,6200
1050,6250
950,6250
1000,6250
8800,6250
8950,6250
8850,6250
1000,6300
950,6300
1050,6300
8800,6300
8850,6300
8750,6300
1050,6350
1100,6350
1000,6350
8850,6350
8800,6350
8950,6350
1100,6400
1150,6400
1350,6400
8850,6400
8800,6400
8950,6400
1150,6450
1250,6450
1200,6450
8800,6450
8850,6450
8750,6450
1300,6500
1350,6500
1250,6500
8800,6500
8850,6500
8750,6500
1300,6550
1350,6550
1400,6550
8800,6550
8850,6550
8750,6550
1400,6600
1300,6600
1450,6600
8950,6600
8800,6600
8850,6600
1400,6650
1500,6650
1450,6650
8800,6650
8850,6650
8950,6650
1400,6700
1450,6700
1500,6700
8800,6700
8850,6700
8950,6700
1450,6750
1500,6750
1400,6750
8850,6750
8800,6750
8950,6750
1500,6800
1550,6800
1450,6800
8800,6800
8850,6800
8950,6800
1500,6850
1550,6850
1450,6850
8800,6850
8850,6850
8950,6850
1550,6900
1600,6900
1500,6900
8850,6900
8800,6900
8950,6900
1600,6950
1750,6950
1650,6950
9050,6950
9100,6950
8950,6950
1700,7000
1650,7000
1750,7000
9100,7000
9200,7000
9150,7000
1750,7050
1700,7050
1850,7050
9100,7050
9050,7050
9150,7050
1800,7100
1850,7100
1750,7100
9050,7100
9100,7100
9000,7100
1800,7150
1850,7150
1750,7150
8850,7150
8800,7150
8950,7150
1850,7200
1800,7200
1750,7200
8950,7200
8850,7200
8900,7200
1850,7250
1800,7250
1750,7250
8950,7250
8850,7250
8800,7250
1850,7300
1800,7300
1750,7300
8850,7300
8800,7300
8950,7300
1800,7350
1850,7350
1750,7350
8950,7350
8850,7350
8800,7350
1800,7400
1850,7400
1750,7400
8800,7400
8950,7400
8850,7400
1800,7450
1750,7450
1850,7450
8800,7450
8900,7450
8950,7450
1800,7500
1750,7500
1850,7500
8950,7500
8900,7500
8800,7500
1800,7550
1850,7550
1600,7550
8850,7550
8800,7550
8950,7550
1850,7600
1800,7600
1600,7600
9050,7600
8950,7600
9000,7600
1850,7650
1800,7650
1700,7650
9100,7650
9050,7650
9150,7650
1850,7700
1800,7700
1700,7700
9150,7700
9500,7700
9250,7700
1900,7750
1700,7750
1650,7750
9500,7750
9550,7750
9650,7750
1950,7800
1900,7800
